Time,Server
1478134770263,1
1478134800321,1
1478134801092,0
1478134816120,0
1478134830379,1
1478134831150,2
1478134861213,2
1478134891268,2
1478134921315,2
1478134986034,0
1478135001044,0
1478135016065,0
1478135031084,0
1478135046104,0
1478135061124,0
1478135076154,0
1478135091165,0
1478135106184,0
1478135166221,0
1478135181234,0
1478135196255,0
1478135211275,0
1478135226295,0
1478135241314,0
1478135256334,0
1478135271355,0
1478135286377,0
1478135346413,0
1478135361426,0
1478135376445,0
1478135391464,0
1478135406484,0
1478135421504,0
