Time,Pheromone
1477876221504, 52.0
1477876206484, 49.0
1477876191464, 46.0
1477876176445, 43.0
1477876161426, 40.0
1477876146413, 37.0
1477876086377, 58.0
1477876071355, 58.0
1477876056334, 55.0
1477876041314, 52.0
1477876026295, 49.0
1477876011275, 46.0
1477875996255, 43.0
1477875981234, 40.0
1477875966221, 37.0
1477875906184, 57.0
1477875891165, 57.0
1477875876154, 54.0
1477875861124, 51.0
1477875846104, 48.0
1477875831084, 45.0
1477875816065, 42.0
1477875801044, 39.0
1477875786034, 36.0
1477875616120, 44.0
1477875601092, 41.0
