Time,Pheromone
1477875353263, 32.0
1477875338243, 33.0
1477875323224, 34.0
1477875308203, 35.0
1477875293183, 36.0
1477875278164, 61.0
1477875263143, 62.0
1477875248123, 55.0
1477875233103, 56.0
1477875218083, 49.0
1477875203064, 50.0
1477875188043, 43.0
1477875173024, 44.0
1477875158004, 37.0
1477875142984, 38.0
1477875127963, 31.0
1477875112943, 32.0
1477875097923, 33.0
1477875082903, 34.0
1477875067884, 35.0
1477875052863, 36.0
1477875037843, 55.0
1477875022824, 52.0
1477875007804, 49.0
1477874992783, 46.0
1477874977764, 43.0
1477874962748, 40.0
