Time,Pheromone
1477877617023, 43.0
1477877602004, 40.0
1477877586992, 37.0
1477877526954, 58.0
1477877511945, 58.0
1477877496924, 55.0
1477877481904, 52.0
1477877466885, 49.0
1477877451863, 46.0
1477877436844, 43.0
1477877421827, 40.0
1477877406810, 37.0
1477877346784, 58.0
1477877331763, 58.0
1477877316745, 55.0
1477877301734, 52.0
1477877286714, 49.0
1477877271694, 46.0
1477877256674, 43.0
1477877241654, 40.0
1477877226636, 37.0
1477877166594, 58.0
1477877151584, 58.0
1477877136564, 55.0
1477877121544, 52.0
1477877106524, 49.0
1477877091504, 46.0
1477877076485, 43.0
1477877061474, 40.0
1477877046461, 37.0
1477876986433, 58.0
1477876971414, 58.0
1477876956394, 55.0
1477876941374, 52.0
1477876926354, 49.0
1477876911334, 46.0
1477876896314, 43.0
1477876881294, 40.0
1477876866281, 37.0
1477876806254, 58.0
1477876791235, 58.0
1477876776214, 55.0
1477876761194, 52.0
1477876746174, 49.0
1477876731154, 46.0
1477876716134, 43.0
1477876701114, 40.0
1477876686099, 37.0
1477876626074, 58.0
1477876611055, 58.0
1477876596033, 55.0
1477876581014, 52.0
1477876565995, 49.0
1477876550975, 46.0
1477876535955, 43.0
1477876520934, 40.0
1477876505920, 37.0
1477876445884, 58.0
1477876430864, 58.0
1477876415844, 55.0
1477876400824, 52.0
1477876385805, 49.0
1477876370784, 46.0
1477876355764, 43.0
1477876340745, 40.0
1477876325728, 37.0
1477876265704, 58.0
1477876250684, 58.0
1477876235664, 55.0
1477876220644, 52.0
1477876205624, 49.0
1477876190604, 46.0
1477876175584, 43.0
1477876160564, 40.0
1477876145551, 37.0
1477876085524, 58.0
1477876070504, 58.0
1477876055485, 55.0
1477876040465, 52.0
1477876025444, 49.0
1477876010424, 46.0
1477875995404, 43.0
1477875980384, 40.0
1477875965369, 37.0
1477875905345, 58.0
1477875890325, 58.0
1477875875304, 55.0
1477875860285, 52.0
1477875845264, 49.0
1477875830244, 46.0
1477875815224, 43.0
1477875800205, 40.0
1477875785189, 37.0
1477875725164, 58.0
1477875710144, 58.0
1477875695124, 55.0
1477875680105, 52.0
1477875665084, 49.0
1477875650064, 46.0
1477875635045, 43.0
1477875620025, 40.0
1477875605011, 37.0
1477875544985, 58.0
1477875529964, 58.0
1477875514949, 55.0
1477875499924, 52.0
1477875484906, 49.0
1477875469884, 46.0
1477875454865, 43.0
1477875439845, 40.0
1477875424833, 37.0
1477875364820, 62.0
1477875349791, 62.0
1477875269097, 63.0
1477875239050, 57.0
1477875208998, 51.0
1477875178960, 45.0
1477875148904, 39.0
1477875054374, 68.0
1477875024311, 56.0
1477874994234, 46.0
