Time,Pheromone
1477877618473, 42.0
1477877603453, 39.0
1477877588434, 36.0
1477877573414, 33.0
1477877558394, 34.0
1477877543374, 35.0
1477877528354, 36.0
1477877513333, 57.0
1477877498314, 54.0
1477877483293, 51.0
1477877468273, 48.0
1477877453253, 45.0
1477877438234, 42.0
1477877423214, 39.0
1477877408193, 36.0
1477877393173, 33.0
1477877378154, 34.0
1477877363133, 35.0
1477877348114, 36.0
1477877333094, 57.0
1477877318074, 54.0
1477877303054, 51.0
1477877288033, 48.0
1477877273013, 45.0
1477877257993, 42.0
1477877242973, 39.0
1477877227953, 36.0
1477877212943, 33.0
1477877197924, 34.0
1477877182904, 35.0
1477877167884, 36.0
1477877152863, 57.0
1477877137843, 54.0
1477877122824, 51.0
1477877107804, 48.0
1477877092783, 45.0
1477877077763, 42.0
1477877062743, 39.0
1477877047723, 36.0
1477877032704, 33.0
1477877017683, 34.0
1477877002663, 35.0
1477876987644, 36.0
1477876972623, 57.0
1477876957603, 54.0
1477876942583, 51.0
1477876927563, 48.0
1477876912543, 45.0
1477876897524, 42.0
1477876882503, 39.0
1477876867483, 36.0
1477876852473, 33.0
1477876837463, 34.0
1477876822454, 35.0
1477876807433, 36.0
1477876792413, 57.0
1477876777393, 54.0
1477876762373, 51.0
1477876747353, 48.0
1477876732333, 45.0
1477876717313, 42.0
1477876702294, 39.0
1477876687274, 36.0
1477876672253, 33.0
1477876657234, 34.0
1477876642213, 35.0
1477876627193, 36.0
1477876612174, 57.0
1477876597153, 54.0
1477876582133, 51.0
1477876567113, 48.0
1477876552093, 45.0
1477876537083, 42.0
1477876522064, 39.0
1477876507044, 36.0
1477876492023, 33.0
1477876477004, 34.0
1477876461983, 35.0
1477876446963, 36.0
1477876431943, 57.0
1477876416923, 54.0
1477876401903, 51.0
1477876386883, 48.0
1477876371864, 45.0
1477876356843, 42.0
1477876341824, 39.0
1477876326804, 36.0
1477876311783, 33.0
1477876296764, 34.0
1477876281744, 35.0
1477876266723, 36.0
1477876251703, 57.0
1477876236683, 54.0
1477876221663, 51.0
1477876206644, 48.0
1477876191623, 45.0
1477876176603, 42.0
1477876161584, 39.0
1477876146564, 36.0
1477876131543, 33.0
1477876116523, 34.0
1477876101503, 35.0
1477876086484, 36.0
1477876071464, 57.0
1477876056443, 54.0
1477876041424, 51.0
1477876026404, 48.0
1477876011384, 45.0
1477875996364, 42.0
1477875981343, 39.0
1477875966324, 36.0
1477875951303, 33.0
1477875936284, 34.0
1477875921263, 35.0
1477875906243, 36.0
1477875891224, 57.0
1477875876204, 54.0
1477875861183, 51.0
1477875846164, 48.0
1477875831144, 45.0
1477875816123, 42.0
1477875801103, 39.0
1477875786084, 36.0
1477875771064, 33.0
1477875756044, 34.0
1477875741023, 35.0
1477875726003, 36.0
1477875710984, 57.0
1477875695964, 54.0
1477875680944, 51.0
1477875665924, 48.0
1477875650904, 45.0
1477875635884, 42.0
1477875620863, 39.0
1477875605844, 36.0
1477875590824, 33.0
1477875575803, 34.0
1477875560783, 35.0
1477875545764, 36.0
1477875530744, 57.0
1477875515724, 54.0
1477875500703, 51.0
1477875485684, 48.0
1477875470664, 45.0
1477875455643, 42.0
1477875440623, 39.0
1477875425603, 36.0
1477875410584, 33.0
1477875395564, 34.0
1477875380544, 35.0
1477875365524, 36.0
1477875350503, 61.0
1477875335484, 58.0
1477875320464, 59.0
1477875305444, 60.0
1477875290424, 61.0
1477875275403, 62.0
1477875260383, 55.0
1477875245364, 56.0
1477875230343, 49.0
1477875215324, 50.0
1477875200303, 43.0
1477875185294, 44.0
1477875170273, 37.0
1477875155254, 38.0
1477875140234, 31.0
1477875125214, 32.0
1477875110194, 33.0
1477875095184, 34.0
1477875080163, 35.0
1477875065143, 36.0
1477875050124, 36.0
1477875035103, 59.0
1477875020084, 52.0
1477875005064, 49.0
1477874990043, 42.0
1477874975034, 39.0
1477874960302, 40.0
