Time,Server
1477874948553,1
1477874964140,3
1477874979168,2
1477874994234,0
1477875009287,2
1477875024311,0
1477875039349,2
1477875054374,0
1477875133877,1
1477875148904,0
1477875163938,1
1477875178960,0
1477875193978,1
1477875208998,0
1477875224021,1
1477875239050,0
1477875254070,1
1477875269097,0
1477875284123,1
1477875349791,0
1477875364820,0
1477875424833,0
1477875439845,0
1477875454865,0
1477875469884,0
1477875484906,0
1477875499924,0
1477875514949,0
1477875529964,0
1477875544985,0
1477875605011,0
1477875620025,0
1477875635045,0
1477875650064,0
1477875665084,0
1477875680105,0
1477875695124,0
1477875710144,0
1477875725164,0
1477875785189,0
1477875800205,0
1477875815224,0
1477875830244,0
1477875845264,0
1477875860285,0
1477875875304,0
1477875890325,0
1477875905345,0
1477875965369,0
1477875980384,0
1477875995404,0
1477876010424,0
1477876025444,0
1477876040465,0
1477876055485,0
1477876070504,0
1477876085524,0
1477876145551,0
1477876160564,0
1477876175584,0
1477876190604,0
1477876205624,0
1477876220644,0
1477876235664,0
1477876250684,0
1477876265704,0
1477876325728,0
1477876340745,0
1477876355764,0
1477876370784,0
1477876385805,0
1477876400824,0
1477876415844,0
1477876430864,0
1477876445884,0
1477876505920,0
1477876520934,0
1477876535955,0
1477876550975,0
1477876565995,0
1477876581014,0
1477876596033,0
1477876611055,0
1477876626074,0
1477876686099,0
1477876701114,0
1477876716134,0
1477876731154,0
1477876746174,0
1477876761194,0
1477876776214,0
1477876791235,0
1477876806254,0
1477876866281,0
1477876881294,0
1477876896314,0
1477876911334,0
1477876926354,0
1477876941374,0
1477876956394,0
1477876971414,0
1477876986433,0
1477877046461,0
1477877061474,0
1477877076485,0
1477877091504,0
1477877106524,0
1477877121544,0
1477877136564,0
1477877151584,0
1477877166594,0
1477877226636,0
1477877241654,0
1477877256674,0
1477877271694,0
1477877286714,0
1477877301734,0
1477877316745,0
1477877331763,0
1477877346784,0
1477877406810,0
1477877421827,0
1477877436844,0
1477877451863,0
1477877466885,0
1477877481904,0
1477877496924,0
1477877511945,0
1477877526954,0
1477877586992,0
1477877602004,0
1477877617023,0
