Time,CPU,ClientsInRoom,Rooms,Users,LocalUsers,Latency,BwUp,BwDown,InStreamBw,OutStreamBw,Streams,OutStreams
1477877614730,4.845505657729846,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477877584716,4.3245371475632775,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477877554694,3.7529451363177384,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477877524674,3.715055119733515,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477877494653,3.3625618885788424,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477877464633,4.457949438100515,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477877434631,3.601062763524923,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477877404619,4.4875592952542105,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477877374595,3.3012172503107133,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477877344591,3.6335778474593114,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477877314562,4.063789478006106,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477877284548,3.5654019183430945,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477877254525,3.3138250988370435,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477877224502,3.332520659733866,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477877194488,4.115407221405486,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477877164474,3.6181011551132682,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477877134461,4.129650213106596,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477877104434,3.7702674676757475,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477877074422,3.216571236106433,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477877044406,4.030125188603793,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477877014383,3.7494211204214243,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477876984365,3.4641769995808187,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477876954342,4.290248188704622,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477876924323,3.849790975926193,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477876894303,4.25936322115123,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477876864288,4.748727021172842,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477876834267,2.97911051212938,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477876804243,3.412414595966161,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477876774225,3.9113846173268842,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477876744219,4.305972894208187,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477876714194,4.221430209262093,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477876684175,4.292686040277753,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477876654156,3.431404948575979,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477876624149,4.3902864678472335,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477876594123,3.331090174966353,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477876564106,3.8870363264812435,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477876534084,4.2046812208102535,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477876504070,3.8316586461949806,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477876474042,4.410203099139743,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477876444022,4.321543521824192,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1477876414004,3.1922636797257957,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
