Time,Server
1479071554616,2
1479071563536,1
1479071606678,0
1479071682738,2
1479071686635,1
1479071730777,0
1479071806842,2
1479071807746,1
1479071851877,0
1479071888791,1
1479071928934,2
1479072007977,2
1479072050008,0
1479072090914,1
1479072091034,2
1479072138059,0
1479072162986,1
1479072209114,0
1479072281191,2
1479072315652,1
1479072326224,0
1479072431865,4
1479072440807,1
1479072446887,0
1479072475915,3
1479072490954,2
1479072553023,0
1479072574050,4
1479072605077,3
1479072640107,0
1479072660128,2
1479072663008,1
1479072700165,3
1479072735109,1
1479072778260,4
1479072786190,1
1479072851336,0
1479072900390,2
1479072938422,3
1479072978440,2
1479073013467,0
1479073021363,1
1479073034488,4
1479073071518,2
1479073133478,1
1479073135579,4
1479073164601,0
1479073184634,2
1479073247698,4
1479073278719,0
1479073298746,3
1479073343767,0
1479073344664,1
1479073364792,2
1479073400814,4
1479073447738,1
1479073459877,4
1479073489896,3
1479073559040,1
1479073562145,0
1479073585173,2
1479073621195,0
1479073673312,0
1479073696341,4
1479073727361,0
1479073750388,3
1479073791407,4
1479073810425,0
