Time,Server
1479072451881,1
1479072495018,4
1479072564102,4
1479072595126,2
1479072635163,4
1479072665186,2
1479072705218,3
1479072708100,1
1479072753244,4
1479072799186,1
1479072825311,0
1479072846332,2
1479072861245,1
1479072914397,4
1479072975481,3
1479073017501,0
1479073038528,3
1479073082553,2
1479073117610,4
1479073159618,0
1479073179638,2
1479073213535,1
1479073213664,4
1479073251690,3
1479073324609,1
1479073328742,2
1479073366765,3
1479073438829,0
1479073448724,1
1479073460843,4
1479073490867,3
1479073562990,4
1479073564869,1
1479073593007,0
1479073615034,2
1479073663939,1
1479073679082,4
1479073706099,3
1479073778167,0
