Time,Server
1479071547597,0
1479071595681,2
1479071647721,0
1479071648616,1
1479071685754,2
1479071728717,1
1479071769857,0
1479071806781,1
1479071847921,2
1479071884876,1
1479071928012,0
1479072005061,2
1479072047097,0
1479072049989,1
1479072088126,2
1479072126047,1
1479072168193,2
1479072244256,2
1479072286287,0
1479072389950,1
1479072400888,3
1479072416018,4
1479072431074,3
1479072446096,2
1479072478043,1
1479072504156,3
1479072542185,0
1479072563128,1
1479072590250,0
1479072610273,4
1479072679329,2
1479072716359,3
1479072764377,0
1479072784401,3
1479072820299,1
1479072830422,4
1479072859441,3
1479072937488,2
1479072971518,3
1479073013536,0
1479073034565,3
1479073078592,4
1479073106480,1
1479073108620,3
1479073156649,2
1479073220692,0
1479073229586,1
1479073241715,4
1479073276741,2
1479073280641,1
1479073344796,0
1479073395847,3
1479073436874,2
1479073472904,0
1479073495933,4
1479073530841,1
1479073534963,2
1479073571997,3
1479073593163,1
1479073645315,4
1479073711385,3
1479073754417,2
1479073789440,3
1479073819455,0
1479073894713,0
1479073940731,0
1479073982754,0
1479074042769,0
1479074091789,0
1479074140810,0
1479074193830,0
1479074243850,0
1479074294860,0
1479074342881,0
1479074390900,0
1479074437919,0
1479074484939,0
1479074549825,0
1479074571904,1
1479074586937,0
1479074607962,1
1479074622979,0
1479074646002,1
1479074661020,0
1479074682048,1
1479074697070,0
1479074719096,1
1479074734109,0
1479074776131,1
1479074791154,0
