Time,Server
1479072487627,3
1479072501512,1
1479072525638,4
1479072557654,3
1479072617713,2
1479072655740,0
1479072675771,3
1479072721789,0
1479072742808,4
1479072782834,0
1479072803744,1
1479072803862,3
1479072850898,2
1479072918958,4
1479072949978,0
1479072962863,1
1479072970000,3
1479073012022,2
1479073077103,4
1479073107116,0
1479073127139,2
1479073154042,1
1479073163165,3
1479073205196,2
1479073270247,0
1479073290268,4
1479073324287,3
1479073369307,4
1479073395329,3
1479073419220,1
1479073436347,4
1479073466387,2
1479073533431,0
1479073556442,3
1479073601456,4
1479073632482,0
1479073637366,1
1479073655496,3
1479073699525,0
1479073753581,4
1479073788594,0
