Time,Server
1479071466105,1
1479071554275,1
1479071587419,2
1479071632322,1
1479071673468,2
1479071753517,2
1479071799568,0
1479071838599,2
1479071839522,1
1479071882675,0
1479071955604,1
1479071958717,2
1479072002756,0
1479072075796,2
1479072118719,1
1479072122827,0
1479072160862,2
1479072193776,1
1479072236919,2
1479072400816,2
1479072430861,4
1479072445894,2
1479072474934,4
1479072489968,2
1479072525022,4
1479072567041,0
1479072588061,3
1479072623086,0
1479072643117,2
1479072677020,1
1479072683146,4
1479072714176,3
1479072792218,2
1479072829249,0
1479072850272,4
1479072879314,2
1479072917349,4
1479072948366,2
1479072981311,1
1479072982404,0
1479073002436,3
1479073045470,0
1479073095517,3
1479073143539,2
1479073179569,4
1479073189449,1
1479073209593,3
1479073253607,0
1479073305694,4
1479073339721,2
1479073341608,1
1479073377753,4
1479073403771,0
1479073456844,4
1479073486861,2
1479073504751,1
1479073521899,0
1479073544913,3
1479073619558,0
1479073642583,2
1479073678606,3
1479073723626,4
1479073754658,2
1479073789674,0
