Time,Server
1479051467837,0
1479051492850,0
1479051517878,0
1479051541891,0
1479051565910,0
1479051589930,0
1479051614950,0
1479051639969,0
1479051664990,0
1479051690010,0
1479051715029,0
1479051739050,0
1479051764070,0
1479051789091,0
1479051813109,0
1479051837130,0
1479051861149,0
1479051885170,0
1479051909190,0
1479051926210,0
1479051943230,0
1479051960252,0
1479052020372,0
1479052044389,0
1479052068410,0
1479052092429,0
1479052116449,0
1479052140471,0
1479052164489,0
1479052188509,0
1479052212530,0
1479052236550,0
1479052260571,0
1479052284589,0
1479052308609,0
1479052332629,0
1479052356649,0
1479052380668,0
1479052405690,0
1479052429710,0
1479052446729,0
1479052463749,0
1479052480769,0
1479052497789,0
1479052514812,0
1479052574857,0
1479052598870,0
1479052622889,0
1479052646909,0
1479052670930,0
1479052694949,0
1479052718971,0
1479052742989,0
1479052767010,0
1479052791031,0
1479052815050,0
1479052839069,0
1479052863081,0
1479052887099,0
1479052911120,0
1479052935140,0
1479052959160,0
1479052983179,0
1479053000200,0
1479053017220,0
1479053034240,0
1479053051261,0
1479053111303,0
1479053135319,0
1479053159339,0
1479053183359,0
1479053207379,0
1479053231399,0
1479053255419,0
