Time,CPU,ClientsInRoom,Rooms,Users,LocalUsers,Latency,BwUp,BwDown,InStreamBw,OutStreamBw,Streams,OutStreams
1478215110199,6.388048724993728,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1478215080187,5.800203060297019,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1478215050174,4.309930539438736,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1478215020150,5.028313949678161,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1478214990140,5.829246191565033,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1478214960120,4.56216577540107,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1478214930103,4.811048121197833,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1478214900080,4.3552073112737375,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1478214870062,6.348145673237554,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1478214840041,6.674598497028403,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1478214810033,5.2505923873748115,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1478214780017,5.274339685723838,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1478214750008,16.088481327298393,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1478214719977,7.589968796897587,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1478214689958,19.223947565656108,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1478214659930,12.229136291127775,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1478214629915,12.88271276595745,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1478214599894,19.516322458142103,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1478214572599,59.80392156862745,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
