Time,Pheromone
1478215131190, 46.0
1478215116167, 43.0
1478215101147, 40.0
1478215086135, 37.0
1478215026110, 58.0
1478215011088, 58.0
1478214996069, 55.0
1478214981049, 52.0
1478214966028, 49.0
1478214951009, 46.0
1478214935990, 43.0
1478214920969, 40.0
1478214905947, 37.0
1478214845919, 58.0
1478214830911, 58.0
1478214815889, 55.0
1478214800867, 52.0
1478214785848, 49.0
1478214770829, 46.0
1478214755808, 43.0
1478214740789, 40.0
1478214725777, 37.0
1478214660507, 60.0
1478214630456, 59.0
1478214600410, 53.0
1478214570302, 47.0
1478214555280, 44.0
1478214540264, 41.0
