Time,Pheromone
1478136818473, 42.0
1478136803453, 39.0
1478136788434, 36.0
1478136773414, 33.0
1478136758394, 34.0
1478136743374, 35.0
1478136728354, 36.0
1478136713333, 57.0
1478136698314, 54.0
1478136683293, 51.0
1478136668273, 48.0
1478136653253, 45.0
1478136638234, 42.0
1478136623214, 39.0
1478136608193, 36.0
1478136593173, 33.0
1478136578154, 34.0
1478136563133, 35.0
1478136548114, 36.0
1478136533094, 57.0
1478136518074, 54.0
1478136503054, 51.0
1478136488033, 48.0
1478136473013, 45.0
1478136457993, 42.0
1478136442973, 39.0
1478136427953, 36.0
1478136412943, 33.0
1478136397924, 34.0
1478136382904, 35.0
1478136367884, 36.0
1478136352863, 57.0
1478136337843, 54.0
1478136322824, 51.0
1478136307804, 48.0
1478136292783, 45.0
1478136277763, 42.0
1478136262743, 39.0
1478136247723, 36.0
1478136232704, 33.0
1478136217683, 34.0
1478136202663, 35.0
1478136187644, 36.0
1478136172623, 57.0
1478136157603, 54.0
1478136142583, 51.0
1478136127563, 48.0
1478136112543, 45.0
1478136097524, 42.0
1478136082503, 39.0
1478136067483, 36.0
1478136052473, 33.0
1478136037463, 34.0
1478136022454, 35.0
1478136007433, 36.0
1478135992413, 57.0
1478135977393, 54.0
1478135962373, 51.0
1478135947353, 48.0
1478135932333, 45.0
1478135917313, 42.0
1478135902294, 39.0
1478135887274, 36.0
1478135872253, 33.0
1478135857234, 34.0
1478135842213, 35.0
1478135827193, 36.0
1478135812174, 57.0
1478135797153, 54.0
1478135782133, 51.0
1478135767113, 48.0
1478135752093, 45.0
1478135737083, 42.0
1478135722064, 39.0
1478135707044, 36.0
1478135692023, 33.0
1478135677004, 34.0
1478135661983, 35.0
1478135646963, 36.0
1478135631943, 57.0
1478135616923, 54.0
1478135601903, 51.0
1478135586883, 48.0
1478135571864, 45.0
1478135556843, 42.0
1478135541824, 39.0
1478135526804, 36.0
1478135511783, 33.0
1478135496764, 34.0
1478135481744, 35.0
1478135466723, 36.0
1478135451703, 57.0
1478135436683, 54.0
1478135421663, 51.0
1478135406644, 48.0
1478135391623, 45.0
1478135376603, 42.0
1478135361584, 39.0
1478135346564, 36.0
1478135331543, 33.0
1478135316523, 34.0
1478135301503, 35.0
1478135286484, 36.0
1478135271464, 57.0
1478135256443, 54.0
1478135241424, 51.0
1478135226404, 48.0
1478135211384, 45.0
1478135196364, 42.0
1478135181343, 39.0
1478135166324, 36.0
1478135151303, 33.0
1478135136284, 34.0
1478135121263, 35.0
1478135106243, 36.0
1478135091224, 57.0
1478135076204, 54.0
1478135061183, 51.0
1478135046164, 48.0
1478135031144, 45.0
1478135016123, 42.0
1478135001103, 39.0
1478134986084, 36.0
1478134971064, 33.0
1478134956044, 34.0
1478134941023, 35.0
1478134926003, 36.0
1478134910984, 57.0
1478134895964, 54.0
1478134880944, 51.0
1478134865924, 48.0
1478134850904, 45.0
1478134835884, 42.0
1478134820863, 39.0
1478134805844, 36.0
1478134790824, 33.0
1478134775803, 34.0
1478134760783, 35.0
1478134745764, 36.0
1478134730744, 57.0
1478134715724, 54.0
1478134700703, 51.0
1478134685684, 48.0
1478134670664, 45.0
1478134655643, 42.0
1478134640623, 39.0
1478134625603, 36.0
1478134610584, 33.0
1478134595564, 34.0
1478134580544, 35.0
1478134565524, 36.0
1478134550503, 61.0
1478134535484, 58.0
1478134520464, 59.0
1478134505444, 60.0
1478134490424, 61.0
1478134475403, 62.0
1478134460383, 55.0
1478134445364, 56.0
1478134430343, 49.0
1478134415324, 50.0
1478134400303, 43.0
1478134385294, 44.0
1478134370273, 37.0
1478134355254, 38.0
1478134340234, 31.0
1478134325214, 32.0
1478134310194, 33.0
1478134295184, 34.0
1478134280163, 35.0
1478134265143, 36.0
1478134250124, 36.0
1478134235103, 59.0
1478134220084, 52.0
1478134205064, 49.0
1478134190043, 42.0
1478134175034, 39.0
1478134160302, 40.0
