Time,Server
1479043485364,0
1479043523425,0
1479043548268,1
1479043561474,0
1479043587341,1
1479043599525,0
1479043625391,1
1479043638583,0
1479043664449,1
1479043675634,0
1479043702499,1
1479043738574,0
1479043740552,1
1479043757585,0
1479043776605,0
1479043798624,0
1479043817645,0
1479043836664,0
1479043857685,0
1479043876706,0
1479043895726,0
1479043916745,0
1479043933766,0
1479043950785,0
1479043967806,0
1479043984825,0
1479044044868,0
1479044066885,0
1479044086904,0
1479044106924,0
1479044128946,0
1479044149966,0
1479044170984,0
1479044190005,0
1479044211025,0
1479044232046,0
1479044258064,0
1479044279085,0
1479044298104,0
1479044317125,0
1479044336144,0
1479044357164,0
1479044378185,0
1479044438227,0
1479044458245,0
1479044475264,0
1479044492285,0
1479044509305,0
1479044526324,0
1479044543344,0
1479044563365,0
1479044583385,0
1479044603404,0
1479044622425,0
1479044641445,0
1479044661464,0
1479044721504,0
1479044744524,0
1479044763545,0
1479044784564,0
1479044804586,0
1479044824605,0
1479044844624,0
1479044863645,0
1479044882655,0
1479044902674,0
1479044922695,0
1479044942714,0
1479044962734,0
1479044981755,0
1479045000774,0
1479045060816,0
1479045077834,0
1479045094855,0
1479045113874,0
1479045133894,0
1479045153914,0
1479045172934,0
1479045192955,0
1479045212974,0
1479045232994,0
1479045252015,0
1479045271034,0
1479045291054,0
