Time,Pheromone
1479043485364, 46.542
1479043523425, 49.909000000000006
1479043561474, 54.28300000000001
1479043599525, 57.56800000000001
1479043638583, 62.11200000000001
1479043675634, 65.052
1479043738574, 41.233
1479043757585, 43.465999999999994
1479043776605, 44.306999999999995
1479043798624, 46.519999999999996
1479043817645, 48.733
1479043836664, 49.715999999999994
1479043857685, 51.961999999999996
1479043876706, 54.208
1479043895726, 56.107
1479043916745, 57.775999999999996
1479043933766, 60.44499999999999
1479043950785, 63.13099999999999
1479043967806, 65.817
1479043984825, 65.817
1479044044868, 40.854
1479044066885, 42.004
1479044086904, 44.153999999999996
1479044106924, 45.882999999999996
1479044128946, 46.74999999999999
1479044149966, 48.61699999999999
1479044170984, 49.78099999999999
1479044190005, 51.648999999999994
1479044211025, 53.516999999999996
1479044232046, 53.824999999999996
1479044258064, 54.818999999999996
1479044279085, 57.071
1479044298104, 59.323
1479044317125, 61.549
1479044336144, 62.544
1479044357164, 64.539
1479044378185, 64.539
1479044438227, 41.014
1479044458245, 43.736000000000004
1479044475264, 46.458000000000006
1479044492285, 49.062000000000005
1479044509305, 51.666000000000004
1479044526324, 54.336000000000006
1479044543344, 55.476000000000006
1479044563365, 57.61600000000001
1479044583385, 59.706
1479044603404, 60.957
1479044622425, 63.208
1479044641445, 65.271
1479044661464, 65.271
1479044721504, 40.706
1479044744524, 41.892
1479044763545, 43.806000000000004
1479044784564, 44.867000000000004
1479044804586, 46.928000000000004
1479044824605, 49.08200000000001
1479044844624, 50.34900000000001
1479044863645, 52.616000000000014
1479044882655, 54.747000000000014
1479044902674, 56.823000000000015
1479044922695, 57.899000000000015
1479044942714, 60.049000000000014
1479044962734, 62.29100000000001
1479044981755, 63.53300000000001
1479045000774, 63.53300000000001
1479045060816, 41.641
1479045077834, 44.282
1479045094855, 46.471999999999994
1479045113874, 47.54299999999999
1479045133894, 49.61399999999999
1479045153914, 51.94299999999999
1479045172934, 54.099999999999994
1479045192955, 55.25699999999999
1479045212974, 57.37599999999999
1479045232994, 59.61999999999999
1479045252015, 60.86399999999999
1479045271034, 62.96999999999999
1479045291054, 65.076
