Time,Server
1479066192484,0
1479066254555,0
1479066309654,1
1479066312620,0
1479066368717,1
1479066372669,0
1479066427774,1
1479066431720,0
1479066487824,1
1479066489773,0
1479066545874,1
1479066546818,0
1479066603867,0
1479066603922,1
1479066659973,1
1479066661937,0
1479066717996,0
1479066718026,1
1479066775035,0
1479066775102,1
1479066831142,1
1479066832083,0
1479066888194,1
1479066892122,0
1479066946235,1
1479066947172,0
1479067005215,0
1479067005283,1
1479067061324,1
1479067063261,0
1479067119374,1
1479067120301,0
1479067176416,1
1479067179352,0
1479067233456,1
1479067237403,0
1479067293452,0
1479067293505,1
1479067350489,0
1479067350556,1
1479067406606,1
1479067410541,0
1479067465646,1
1479067467588,0
1479067522639,0
1479067523697,1
1479067577693,0
1479067581748,1
1479067634738,0
1479067635798,1
1479067690847,1
1479067692795,0
1479067748900,1
1479067749838,0
1479067805888,0
1479067806954,1
1479067862935,0
1479067863001,1
1479067920049,1
1479067976090,1
