Time,CPU,ClientsInRoom,Rooms,Users,LocalUsers,Latency,BwUp,BwDown,InStreamBw,OutStreamBw,Streams,OutStreams
1479065919412,5.96078431372549,0,0,0,0,NaN,NaN,NaN,0.0,0.0,0,0
1479065948723,6.432783483154811,0,0,8,4,0.0,0.0,0.0,0.0,0.0,0,0
1479065978734,4.895887517535978,0,0,18,9,5.777777777777778,0.0,0.0,0.0,0.0,0,0
1479066008746,4.626968532415847,0,0,28,14,7.857142857142857,0.0,0.0,0.0,0.0,0,0
1479066038764,2.678832968712842,0,0,30,15,11.466666666666667,0.0,0.0,0.0,0.0,0,0
1479066068794,6.229001923394542,15,1,30,15,10.666666666666666,0.0,0.0,0.0,0.0,0,0
1479066098808,3.034253240270781,15,1,30,15,11.266666666666667,0.0,0.0,0.0,0.0,0,0
1479066128821,3.5520254572050494,15,1,30,15,10.333333333333334,0.0,0.0,0.0,0.0,0,0
1479066158850,3.9702642739081577,15,1,30,15,10.8,0.0,0.0,0.0,0.0,0,0
1479066188877,2.9866527825081937,15,1,30,15,10.533333333333333,0.0,0.0,0.0,0.0,0,0
1479066218882,3.155676487801469,15,1,30,15,10.2,0.0,0.0,0.0,0.0,0,0
1479066248915,25.55973513145894,15,1,30,15,10.666666666666666,0.0,0.0,0.0,0.0,6,54
1479066278966,10.309071514556093,15,1,30,15,715.8666666666667,0.0,0.0,314.70515167364016,2932.3580267699876,6,68
1479066308962,10.471462622088588,15,1,30,15,10.733333333333333,0.0,0.0,330.35901577445884,3793.9506478108538,6,68
1479066338981,9.614727834413689,15,1,30,15,10.733333333333333,0.0,0.0,315.372271720793,3484.6096056516235,6,68
1479066368987,10.032869691139478,15,1,30,15,18.066666666666666,0.0,0.0,325.59932419919994,3523.760589420601,6,68
1479066399013,11.500448343338238,15,1,30,15,10.333333333333334,0.0,0.0,323.06322674418607,3590.0743261099374,6,68
1479066429044,8.550817320436007,15,1,30,15,19.466666666666665,0.0,0.0,317.9696411973468,3502.4354308469347,6,68
1479066459103,9.826137588720329,15,1,30,15,13.0,0.0,0.0,324.5143883943638,3540.1516174359394,6,68
1479066489059,7.344571806376847,15,1,30,15,20.066666666666666,0.0,0.0,321.6727714291795,3664.36574310521,6,68
1479066519076,7.716372605876753,15,1,30,15,10.933333333333334,0.0,0.0,329.510820379046,3865.359148743612,6,68
1479066549098,8.599349476549076,15,1,30,15,14.6,0.0,0.0,325.1279690958624,3798.988014515459,6,68
1479066579162,7.487228607918264,15,1,30,15,14.066666666666666,0.0,0.0,275.93339060771126,3249.70387489406,6,68
1479066609136,7.014082911726952,15,1,30,15,10.933333333333334,0.0,0.0,326.4155783582089,3746.792507484147,6,68
1479066639166,7.207598393008727,15,1,30,15,16.866666666666667,0.0,0.0,322.89500970232,3629.425017592121,6,68
1479066669212,11.228591253486822,15,1,30,15,17.666666666666668,0.0,0.0,330.3847013495679,3637.4447044359144,6,68
