Time,Server
1479066221979,0
1479066279014,1
1479066283031,0
1479066339133,1
1479066342091,0
1479066398190,1
1479066401148,0
1479066457243,1
1479066460197,0
1479066516303,1
1479066519248,0
1479066574353,1
1479066575309,0
1479066631406,1
1479066635356,0
1479066690463,1
1479066693422,0
1479066749518,1
1479066750465,0
1479066806574,1
1479066808505,0
1479066865614,1
1479066866554,0
1479066922666,1
1479066923604,0
1479066979654,0
1479066979706,1
1479067035760,1
1479067036691,0
1479067092805,1
1479067094731,0
1479067150781,0
1479067150845,1
1479067207829,0
1479067207886,1
1479067263880,0
1479067263938,1
1479067319930,0
1479067320986,1
1479067377036,1
1479067377978,0
1479067434086,1
1479067435031,0
1479067491078,0
1479067491136,1
1479067544127,0
1479067548186,1
1479067598177,0
1479067601237,1
1479067655227,0
1479067656287,1
1479067711339,1
1479067713276,0
1479067769331,0
1479067769389,1
1479067826375,0
1479067826440,1
1479067883425,0
1479067883489,1
1479067939539,1
1479067996591,1
