Time,Pheromone
1479066279189, 43.339
1479066294205, 42.339
1479066309225, 41.339
1479066324245, 42.516999999999996
1479066339265, 43.769
1479066354286, 42.769
1479066369295, 44.021
1479066384316, 43.021
1479066399326, 44.258
1479066414345, 43.258
1479066429366, 44.444
1479066444386, 43.444
1479066459405, 44.719
1479066474425, 43.719
1479066489445, 44.957
1479066504465, 43.957
1479066519486, 45.234
1479066534506, 44.234
1479066549525, 45.467
1479066564545, 44.467
1479066579565, 45.689
1479066594586, 44.689
1479066609606, 46.018
1479066624625, 45.018
1479066639635, 46.29
1479066654655, 45.29
1479066669676, 46.578
1479066684695, 45.578
1479066699716, 46.765
1479066714735, 45.765
1479066729755, 47.0
1479066744775, 46.0
1479066759796, 47.275
1479066774816, 46.275
1479066789835, 47.586999999999996
1479066804856, 46.586999999999996
1479066819876, 47.87
1479066834895, 49.166
1479066849916, 48.166
1479066864935, 47.166
1479066879955, 48.488
1479066894975, 49.733
1479066909996, 48.733
1479066925016, 50.015
1479066940036, 49.015
1479066955056, 50.143
1479066970075, 49.143
1479066985095, 50.396
1479067000115, 49.396
1479067015135, 50.834
1479067030155, 49.834
1479067045175, 51.118
1479067060195, 50.118
1479067075216, 51.352000000000004
1479067090235, 50.352000000000004
1479067105255, 51.626000000000005
1479067120275, 52.900000000000006
1479067135295, 51.900000000000006
1479067150305, 50.900000000000006
1479067165326, 52.176
1479067180345, 53.452
1479067195366, 52.452
1479067210385, 53.782
1479067225406, 52.782
1479067240415, 53.907
1479067255435, 52.907
1479067270455, 54.205999999999996
1479067285475, 53.205999999999996
1479067300495, 54.495
1479067315515, 53.495
1479067330535, 54.815999999999995
1479067345555, 53.815999999999995
1479067360576, 55.129
1479067375595, 54.129
1479067390616, 55.454
1479067405635, 54.454
1479067420655, 55.707
1479067435675, 57.013
1479067450695, 56.013
1479067465716, 57.17
1479067480735, 56.17
1479067495755, 57.476
1479067510775, 56.476
1479067525796, 57.74
1479067540815, 56.74
1479067555836, 58.067
1479067570855, 57.067
1479067585875, 58.659
1479067600896, 57.659
1479067615916, 58.975
1479067630935, 57.975
1479067645945, 59.422000000000004
1479067660965, 60.86900000000001
1479067675985, 59.86900000000001
1479067691005, 61.17400000000001
1479067706025, 60.17400000000001
1479067721046, 61.479000000000006
1479067736066, 60.479000000000006
1479067751085, 61.77100000000001
1479067766106, 60.77100000000001
1479067781125, 62.07600000000001
1479067796146, 61.07600000000001
1479067811165, 62.42900000000001
1479067826176, 61.42900000000001
1479067841195, 62.76400000000001
1479067856215, 61.76400000000001
1479067871236, 63.08800000000001
1479067886255, 64.403
1479067901276, 63.403000000000006
1479067916296, 62.403000000000006
1479067931306, 63.71900000000001
1479067946315, 64.99700000000001
1479067961336, 63.997000000000014
1479067976355, 65.29200000000002
1479067991376, 64.29200000000002
1479068006395, 65.61200000000002
