Time,AverageCPU,Sessions,Pheromone
26220.01,4,0.7150000000000001,166.75,50.214000000000055
26280.01,4,0.6025,168.25,49.214000000000055
26340.01,4,0.7175,168.5,49.04200000000004
26400.01,4,0.695,170.25,48.04200000000004
26460.01,4,0.655,171.5,49.03880000000004
26520.01,4,0.7525000000000001,172.5,48.03880000000004
26580.01,4,0.5725,173.0,48.318400000000025
26640.01,4,0.485,173.75,47.318400000000025
26700.01,4,0.7175,175.75,47.54720000000001
26760.01,4,0.705,176.75,46.54720000000001
26820.01,4,0.6225,177.75,47.54720000000001
26880.01,4,0.58,178.75,46.54720000000001
26940.01,4,0.745,181.0,46.01280000000001
27000.01,4,0.6124999999999999,183.75,45.01280000000001
27060.01,4,0.6775,185.25,45.24080000000001
27120.01,4,0.6725,187.75,44.24080000000001
27180.01,4,0.55,189.5,45.063199999999995
27240.01,4,0.6525,190.5,44.063199999999995
27300.01,4,0.605,191.75,44.726399999999984
27360.01,4,0.59,194.5,43.726399999999984
27420.01,4,0.6925,195.5,43.71679999999997
27480.01,4,0.6025,196.5,42.71679999999997
27540.01,4,0.665,198.0,43.088799999999964
27600.01,4,0.68,199.75,42.088799999999964
27660.01,4,0.5875,201.5,42.96239999999995
27720.01,4,0.6775,202.75,41.96239999999995
27780.01,4,0.6300000000000001,205.25,43.16079999999994
27840.01,4,0.6675,207.0,42.16079999999994
27900.01,4,0.545,209.0,43.098399999999934
27960.01,4,0.6675,210.5,42.098399999999934
28020.01,4,0.675,213.25,42.78719999999993
28080.01,4,0.56,215.75,41.78719999999993
28140.01,4,0.7875000000000001,216.5,41.79439999999992
28200.01,4,0.6625,218.25,40.79439999999992
28260.01,4,0.515,220.0,41.79439999999992
28320.01,4,0.5825,222.5,40.79439999999992
28380.01,4,0.6699999999999999,223.75,40.902599999999936
28440.01,4,0.585,225.5,40.152599999999936
28500.01,4,0.5825,226.25,40.741399999999935
28560.01,4,0.44999999999999996,228.0,39.741399999999935
28620.01,4,0.5700000000000001,229.25,40.723799999999926
28680.01,4,0.59,230.25,39.723799999999926
28740.01,4,0.6425,232.25,40.72659999999993
28800.01,4,0.485,234.75,39.72659999999993
28860.01,4,0.6625,237.25,40.15939999999992
28920.01,4,0.6425000000000001,241.25,39.40939999999992
28980.01,4,0.7374999999999999,243.0,39.387399999999914
29040.01,4,0.7999999999999999,245.25,38.387399999999914
29100.01,4,0.7025,248.25,39.0481999999999
29160.01,4,0.6950000000000001,250.25,38.16339999999991
29220.01,4,0.5800000000000001,254.0,38.790599999999905
29280.01,4,0.78,256.5,37.84379999999991
29340.01,4,0.74,257.25,38.3545999999999
29400.01,4,0.5725,258.5,37.6045999999999
29460.01,4,0.5275,260.5,38.67579999999989
29520.01,4,0.64,263.25,37.67579999999989
29580.01,4,0.6825,265.5,38.049799999999884
29640.01,4,0.63,267.25,37.299799999999884
29700.01,4,0.6625,268.75,37.81739999999987
29760.01,4,0.6174999999999999,271.25,36.81739999999987
29820.01,4,0.71,272.5,37.94859999999987
29880.01,4,0.62,274.0,37.19859999999987
29940.01,4,0.725,277.25,37.67819999999986
30000.01,4,0.675,279.75,36.92819999999986
30060.01,4,0.6825,281.75,37.40419999999986
30120.01,4,0.5975,282.75,36.65419999999986
30180.01,4,0.6,285.25,37.47299999999986
30240.01,4,0.75,287.75,36.65419999999986
30300.01,4,0.64,290.0,36.46419999999984
30360.01,4,0.6075,292.0,35.71419999999984
30420.01,4,0.6375000000000001,293.75,36.31139999999984
30480.01,4,0.565,296.0,35.56139999999984
30540.01,4,0.6275,298.0,36.570199999999836
30600.01,4,0.7150000000000001,299.25,35.570199999999836
30660.01,4,0.445,301.5,36.708199999999835
30720.01,4,0.5725,303.25,35.708199999999835
30780.01,4,0.7275,305.0,36.22979999999983
30840.01,4,0.6225,306.25,35.47979999999983
30900.01,4,0.575,308.0,37.06179999999981
30960.01,4,0.6575,310.25,36.31179999999981
31020.01,4,0.5125,312.25,37.26859999999979
31080.01,4,0.535,314.25,36.26859999999979
31140.01,4,0.54,316.5,37.48379999999979
31200.01,4,0.5125,317.5,36.73379999999979
31260.01,4,0.7350000000000001,321.0,37.556599999999776
31320.01,4,0.6525,323.75,36.806599999999776
31380.01,4,0.6425000000000001,327.0,37.260599999999755
31440.01,4,0.63,329.25,36.503399999999765
31500.01,4,0.65,329.75,37.25139999999975
31560.01,4,0.6150000000000001,331.25,36.45419999999975
31620.01,4,0.74,334.25,36.66939999999973
31680.01,4,0.5974999999999999,335.5,35.66939999999973
31740.01,4,0.6375,338.25,36.82299999999972
31800.01,4,0.6725,339.5,36.07299999999972
31860.01,4,0.65,341.5,36.558199999999715
31920.01,4,0.6100000000000001,343.5,35.558199999999715
31980.01,4,0.6625,347.25,36.317399999999694
32040.01,4,0.75,349.0,35.567399999999694
32100.01,4,0.6075,352.25,36.06939999999968
32160.01,4,0.495,354.25,35.31939999999968
32220.01,4,0.6600000000000001,356.0,35.556599999999676
32280.01,4,0.7875,358.75,34.806599999999676
32340.01,4,0.6925,361.5,35.49979999999967
32400.01,4,0.6799999999999999,363.25,34.74979999999967
32460.01,4,0.7575000000000001,367.5,34.914599999999645
32520.01,4,0.5775,371.25,33.914599999999645
32580.01,4,0.6074999999999999,375.25,34.88459999999963
32640.01,4,0.63,378.75,34.13459999999963
32700.01,4,0.6924999999999999,381.0,34.51419999999962
32760.01,4,0.62,383.75,33.685799999999624
32820.01,4,0.585,389.0,34.443399999999606
32880.01,4,0.6125,394.0,33.693399999999606
32940.01,4,0.67,397.0,34.06019999999959
33000.01,4,0.475,402.5,33.31019999999959
33060.01,4,0.6425,406.25,33.97219999999956
33120.01,4,0.675,409.75,33.22219999999956
33180.01,4,0.57,412.5,33.99659999999954
33240.01,4,0.6799999999999999,416.25,32.99659999999954
33300.01,4,0.51,419.5,33.410999999999525
33360.01,4,0.5475,423.0,32.410999999999525
33420.01,4,0.5675,425.0,33.0461999999995
33480.01,4,0.645,427.5,32.0461999999995
33540.01,4,0.675,429.0,32.232599999999486
33600.01,4,0.625,432.75,31.40499999999952
33660.01,4,0.8175,436.75,31.731799999999506
33720.01,4,0.8624999999999999,441.5,30.981799999999506
33780.01,4,0.6950000000000001,444.75,31.462599999999494
33840.01,4,0.57,448.75,30.617399999999503
33900.01,4,0.685,451.5,31.682199999999497
33960.01,4,0.6849999999999999,454.0,30.932199999999497
34020.01,4,0.735,458.25,30.826199999999467
34080.01,4,0.6599999999999999,461.75,30.076199999999467
34140.01,4,0.6799999999999999,464.0,30.648999999999454
34200.01,4,0.61,467.0,29.898999999999454
34260.01,4,0.6225,469.25,31.48899999999943
34320.01,4,0.74,471.75,30.73899999999943
34380.01,4,0.5425,475.0,32.03259999999942
34440.01,4,0.6074999999999999,478.25,31.28259999999942
