Time,AverageCPU,Sessions,Pheromone
17700.01,2,1.0,150.0,24.055200000001292
17760.01,2,1.0,152.0,23.055200000001292
17820.01,2,1.0,153.0,22.25520000000131
17820.01,2,1.0,153.0,22.25520000000131
17820.01,0,NaN,NaN,NaN
17940.01,3,0.7600000000000001,104.66666666666667,62.529866666666685
18000.01,3,0.7566666666666667,106.33333333333333,61.529866666666685
18060.01,3,0.8433333333333333,107.33333333333333,61.64400000000001
18120.01,3,0.48333333333333334,106.66666666666667,60.64400000000001
18180.01,2,0.63,106.66666666666667,61.96400000000003
18240.01,3,0.49666666666666665,107.0,60.96400000000003
18300.01,3,0.6966666666666667,108.0,61.240266666666706
18360.01,3,0.7266666666666667,108.0,60.240266666666706
18420.01,3,0.6466666666666666,107.66666666666667,60.43866666666671
18480.01,3,0.42333333333333334,106.33333333333333,59.43866666666671
18540.01,2,0.56,106.33333333333333,60.884533333333394
18600.01,2,0.34,105.66666666666667,59.884533333333394
18660.01,3,0.45333333333333337,106.33333333333333,60.1245333333334
18720.01,3,0.38999999999999996,106.66666666666667,59.1245333333334
18780.01,3,0.43333333333333335,106.66666666666667,60.29786666666674
18840.01,3,0.6666666666666666,107.66666666666667,59.29786666666674
18900.01,3,0.82,108.33333333333333,59.27440000000008
18960.01,3,0.9433333333333334,109.0,58.27440000000008
19020.01,3,0.9199999999999999,109.0,58.06320000000009
19080.01,3,0.6833333333333332,108.33333333333333,57.06320000000009
19140.01,3,0.33666666666666667,107.66666666666667,58.434933333333426
19200.01,3,0.22,107.66666666666667,57.434933333333426
19260.01,3,0.22,107.33333333333333,59.594933333333444
19320.01,3,0.39000000000000007,108.33333333333333,58.594933333333444
19380.01,3,0.43333333333333335,108.66666666666667,59.76826666666678
19440.01,3,0.6866666666666666,109.66666666666667,58.76826666666678
19500.01,3,0.8033333333333333,110.0,58.7682666666668
19560.01,3,0.6999999999999998,110.0,57.7682666666668
19620.01,3,0.6699999999999999,109.66666666666667,58.2594666666668
19680.01,3,0.6999999999999998,110.0,57.2594666666668
19740.01,3,0.6133333333333333,109.33333333333333,57.825866666666805
19800.01,3,0.6866666666666666,109.66666666666667,56.825866666666805
19860.01,3,0.6699999999999999,109.66666666666667,57.294666666666814
19920.01,3,0.48666666666666664,108.66666666666667,56.294666666666814
19980.01,3,0.37333333333333335,108.66666666666667,57.641333333333485
20040.01,3,0.6333333333333333,109.66666666666667,56.641333333333485
20100.01,3,0.6133333333333333,109.33333333333333,56.34053333333349
20160.01,3,0.6866666666666666,109.66666666666667,55.34053333333349
20220.01,3,0.6699999999999999,109.66666666666667,55.959733333333496
20280.01,3,0.4266666666666667,108.66666666666667,54.959733333333496
20340.01,3,0.6,110.0,55.69306666666682
20400.01,3,0.8133333333333334,111.0,54.69306666666682
20460.01,3,0.9833333333333334,112.33333333333333,53.92080000000016
20520.01,3,0.9766666666666667,113.33333333333333,52.92080000000016
20580.01,3,0.6,114.66666666666667,53.4621333333335
20640.01,3,0.56,115.33333333333333,52.4621333333335
20700.01,3,0.93,117.66666666666667,51.80826666666684
20760.01,3,0.7233333333333333,117.0,50.80826666666684
20820.01,3,0.9199999999999999,118.33333333333333,50.72826666666685
20880.01,3,0.66,119.33333333333333,49.72826666666685
20940.01,3,0.7533333333333333,120.33333333333333,50.42373333333351
21000.01,3,0.7799999999999999,121.0,49.42373333333351
21060.01,3,0.7966666666666667,122.0,48.71120000000018
21120.01,3,0.65,122.33333333333333,47.71120000000018
21180.01,3,0.5366666666666667,122.33333333333333,48.45040000000018
21240.01,2,0.36000000000000004,122.66666666666667,47.45040000000018
21300.01,3,0.5866666666666668,124.33333333333333,48.27706666666685
21360.01,3,0.7366666666666667,125.33333333333333,47.27706666666685
21420.01,3,0.9266666666666666,126.33333333333333,46.83973333333352
21480.01,3,0.75,125.66666666666667,45.83973333333352
21540.01,3,0.5933333333333334,126.33333333333333,46.52880000000019
21600.01,3,0.63,127.0,45.52880000000019
21660.01,3,0.5166666666666666,127.33333333333333,46.4552000000002
21720.01,3,0.7466666666666666,129.0,45.4552000000002
21780.01,3,0.9333333333333332,130.0,44.9272000000002
21840.01,3,0.8633333333333333,130.33333333333334,43.9272000000002
21900.01,3,0.84,131.33333333333334,43.8984000000002
21960.01,3,0.9066666666666666,132.0,42.8984000000002
22020.01,3,0.8066666666666666,133.0,43.353866666666875
22080.01,3,1.0,136.66666666666666,42.353866666666875
22140.01,3,1.0,138.33333333333334,41.55386666666687
22200.01,3,1.0,140.66666666666666,40.55386666666687
22260.01,3,1.0,143.0,39.75386666666688
22320.01,3,0.9966666666666667,144.0,38.75386666666688
22380.01,3,1.0,146.0,37.953866666666876
22440.01,3,1.0,147.66666666666666,36.953866666666876
22500.01,3,0.8366666666666668,149.0,37.31653333333355
22560.01,3,0.7566666666666667,150.0,36.31653333333355
22620.01,3,0.5733333333333334,150.66666666666666,38.24720000000022
22680.01,3,0.7200000000000001,151.66666666666666,37.24720000000022
22740.01,3,0.91,152.66666666666666,37.172533333333554
22800.01,3,0.9966666666666667,154.33333333333334,36.172533333333554
22860.01,3,1.0,158.0,35.37253333333356
22920.01,3,1.0,159.33333333333334,34.37253333333356
22980.01,3,1.0,161.33333333333334,33.57253333333356
23040.01,3,0.9899999999999999,163.33333333333334,32.57253333333356
23100.01,3,1.0,164.0,31.77253333333356
23160.01,3,0.6266666666666666,165.0,30.77253333333356
23220.01,3,0.8733333333333334,167.33333333333334,30.480266666666896
23280.01,3,0.9033333333333333,169.33333333333334,29.480266666666896
23340.01,3,0.9833333333333334,170.33333333333334,28.680266666666896
23400.01,3,0.9166666666666666,172.66666666666666,27.680266666666896
23460.01,3,1.0,175.0,26.8802666666669
23520.01,3,1.0,176.66666666666666,25.8802666666669
23580.01,3,1.0,178.33333333333334,25.0802666666669
23640.01,3,1.0,181.0,24.0802666666669
23700.01,3,1.0,183.0,23.280266666666904
23760.01,3,1.0,183.66666666666666,22.280266666666904
23820.01,3,0.6366666666666667,184.66666666666666,22.837066666666903
23820.01,3,0.6366666666666667,184.66666666666666,22.837066666666903
23820.01,0,NaN,NaN,NaN
23940.01,4,0.5525,140.5,63.2952
24000.01,3,0.5733333333333334,140.5,62.2952
24060.01,4,0.5825,140.75,62.2428
24120.01,4,0.5,141.0,61.2428
24180.01,4,0.67,141.75,61.0892
24240.01,4,0.3775,141.5,60.0892
24300.01,4,0.73,142.75,60.4796
24360.01,4,0.66,144.5,59.4796
24420.01,4,0.6599999999999999,145.75,60.1516
24480.01,4,0.67,147.25,59.1516
24540.01,4,0.62,149.0,60.147999999999996
24600.01,4,0.5925,149.5,59.147999999999996
24660.01,4,0.3625,150.25,61.18639999999999
24720.01,4,0.385,151.25,60.18639999999999
24780.01,4,0.6325000000000001,152.5,61.178799999999995
24840.01,4,0.5275,152.5,60.178799999999995
24900.01,4,0.495,152.0,61.59879999999998
24960.01,4,0.49,152.0,60.59879999999998
25020.01,4,0.44,151.75,61.85879999999999
25080.01,4,0.5575,152.25,60.85879999999999
25140.01,4,0.5800000000000001,153.0,61.53559999999998
25200.01,4,0.725,153.0,60.53559999999998
25260.01,4,0.745,154.75,61.004399999999976
25320.01,4,0.5275,156.75,60.004399999999976
25380.01,4,0.6799999999999999,158.75,60.28759999999996
25440.01,4,0.6025,161.0,59.28759999999996
25500.01,4,0.5825,162.0,60.03439999999996
25560.01,4,0.605,163.5,59.03439999999996
25620.01,4,0.5475,164.75,60.87679999999996
25680.01,4,0.5775,166.0,59.87679999999996
25740.01,4,0.5625,167.25,60.15799999999996
25800.01,4,0.6675,168.75,59.15799999999996
25860.01,4,0.6375000000000001,170.75,59.80919999999995
25920.01,4,0.7225,172.0,58.80919999999995
25980.01,4,0.6475,174.25,59.563999999999936
26040.01,4,0.81,176.75,58.563999999999936
26100.01,4,0.7175,178.75,59.17319999999994
26160.01,4,0.645,179.75,58.17319999999994
26220.01,4,0.6725,181.5,58.83919999999994
26280.01,4,0.7275,183.25,57.83919999999994
26340.01,4,0.5925,184.5,58.420799999999936
26400.01,4,0.635,186.75,57.420799999999936
26460.01,4,0.5875,188.5,57.97039999999993
26520.01,4,0.7174999999999999,190.5,56.97039999999993
26580.01,4,0.785,191.75,57.07279999999991
26640.01,4,0.5175,192.5,56.07279999999991
26700.01,4,0.605,194.75,56.87999999999991
26760.01,4,0.7625,198.0,55.87999999999991
26820.01,4,0.7875,199.5,55.90399999999991
26880.01,4,0.6475,200.75,54.90399999999991
26940.01,4,0.5875,202.75,55.8575999999999
27000.01,4,0.5950000000000001,204.5,54.8575999999999
27060.01,4,0.6375,206.0,55.43279999999989
27120.01,4,0.6875,207.75,54.43279999999989
27180.01,4,0.43,208.75,56.11839999999988
27240.01,4,0.6599999999999999,210.0,55.11839999999988
27300.01,4,0.6375,211.0,56.521199999999865
27360.01,4,0.6775,212.75,55.521199999999865
27420.01,4,0.725,214.25,56.18319999999987
27480.01,4,0.7124999999999999,216.25,55.18319999999987
27540.01,4,0.7225,217.75,56.18319999999987
27600.01,4,0.6075,219.5,55.18319999999987
27660.01,4,0.665,221.5,54.98479999999985
27720.01,4,0.7125000000000001,221.75,53.98479999999985
27780.01,4,0.7350000000000001,223.75,54.00759999999984
27840.01,4,0.5525,223.75,53.00759999999984
27900.01,4,0.7,225.75,53.507599999999826
27960.01,4,0.5449999999999999,226.75,52.507599999999826
28020.01,4,0.4225,226.75,53.09319999999981
28080.01,4,0.43250000000000005,227.75,52.09319999999981
28140.01,4,0.5650000000000001,228.75,52.1123999999998
28200.01,4,0.675,230.5,51.1123999999998
28260.01,4,0.7275,233.0,51.05639999999978
28320.01,4,0.6399999999999999,236.0,50.05639999999978
28380.01,4,0.7425,237.75,50.12839999999977
28440.01,4,0.5625,239.75,49.12839999999977
28500.01,4,0.605,242.0,49.56839999999977
28560.01,4,0.7075,243.25,48.56839999999977
28620.01,4,0.645,243.75,49.088399999999766
28680.01,4,0.6025,245.0,48.088399999999766
28740.01,4,0.5499999999999999,246.25,48.34439999999976
28800.01,4,0.6499999999999999,248.25,47.34439999999976
28860.01,4,0.65,250.5,47.53759999999975
28920.01,4,0.6125,252.0,46.53759999999975
28980.01,4,0.6925,253.5,46.93039999999974
29040.01,4,0.675,254.5,45.93039999999974
29100.01,4,0.5825,255.5,46.75399999999974
29160.01,4,0.425,256.25,45.75399999999974
29220.01,4,0.665,258.25,46.933199999999715
29280.01,4,0.7325,262.0,45.933199999999715
29340.01,4,0.6225,263.75,46.74879999999971
29400.01,4,0.6950000000000001,265.75,45.74879999999971
29460.01,4,0.6425,269.0,46.1535999999997
29520.01,4,0.6675,271.5,45.1535999999997
29580.01,4,0.6775,272.5,44.3535999999997
29640.01,4,0.615,274.25,43.3535999999997
29700.01,4,0.565,276.25,44.17559999999969
29760.01,4,0.5975,278.5,43.17559999999969
29820.01,4,0.5375,279.75,44.27639999999968
29880.01,4,0.6325,281.0,43.27639999999968
29940.01,4,0.675,283.5,43.28599999999966
30000.01,4,0.7274999999999999,284.5,42.28599999999966
30060.01,4,0.645,286.25,42.53679999999965
30120.01,4,0.5925,287.25,41.53679999999965
30180.01,4,0.7324999999999999,289.0,42.086799999999656
30240.01,4,0.6799999999999999,290.25,41.086799999999656
30300.01,4,0.6174999999999999,292.25,41.83919999999965
30360.01,4,0.5725,295.25,40.83919999999965
30420.01,4,0.615,297.75,41.68559999999963
30480.01,4,0.8,299.5,40.68559999999963
30540.01,4,0.66,301.25,40.69079999999962
30600.01,4,0.6375,303.75,39.69079999999962
30660.01,4,0.6825,306.0,39.7755999999996
30720.01,4,0.6475000000000001,308.0,38.7755999999996
30780.01,4,0.6100000000000001,310.75,38.67559999999959
30840.01,4,0.585,312.75,37.67559999999959
30900.01,4,0.7074999999999999,315.25,37.96359999999957
30960.01,4,0.655,318.25,36.96359999999957
31020.01,4,0.57,320.0,37.60279999999953
31080.01,4,0.6425,322.5,36.60279999999953
31140.01,4,0.7100000000000001,326.0,37.08279999999954
31200.01,4,0.7449999999999999,328.0,36.08279999999954
31260.01,4,0.6725,330.5,36.63599999999953
31320.01,4,0.5175000000000001,332.5,35.63599999999953
31380.01,4,0.6925000000000001,334.5,36.52599999999951
31440.01,4,0.5825,336.0,35.52599999999951
31500.01,4,0.64,337.0,35.52959999999951
31560.01,4,0.6799999999999999,340.25,34.52959999999951
31620.01,4,0.6174999999999999,341.5,35.495199999999485
31680.01,4,0.58,341.75,34.495199999999485
31740.01,4,0.655,344.5,35.12559999999948
31800.01,4,0.6950000000000001,346.75,34.12559999999948
31860.01,4,0.7375,348.5,34.39039999999946
31920.01,4,0.605,349.75,33.39039999999946
31980.01,4,0.62,352.0,34.34639999999945
32040.01,4,0.6875,353.25,33.34639999999945
32100.01,4,0.62,356.5,33.85759999999943
32160.01,4,0.6625,358.5,32.85759999999943
32220.01,4,0.5675,360.0,34.04999999999942
32280.01,4,0.605,362.25,33.04999999999942
32340.01,4,0.685,364.25,34.552799999999394
32400.01,4,0.635,366.25,33.552799999999394
32460.01,4,0.585,369.25,34.68479999999936
32520.01,4,0.765,374.5,33.68479999999936
32580.01,4,0.8400000000000001,377.75,33.56879999999935
32640.01,4,0.52,381.75,32.56879999999935
32700.01,4,0.74,384.5,33.119999999999315
32760.01,4,0.8025,387.75,32.119999999999315
32820.01,4,0.785,390.5,32.65599999999929
32880.01,4,0.6025,393.75,31.65599999999929
32940.01,4,0.5925,397.0,32.222399999999276
33000.01,4,0.835,401.0,31.222399999999276
33060.01,4,0.7849999999999999,404.25,31.284799999999258
33120.01,4,0.7350000000000001,407.25,30.284799999999258
33180.01,4,0.6925000000000001,409.5,31.37199999999924
33240.01,4,0.71,412.25,30.37199999999924
33300.01,4,0.5875,415.0,31.344399999999226
33360.01,4,0.685,418.75,30.344399999999226
33420.01,4,0.5375,421.25,30.75639999999921
