Time,AverageCPU,Sessions,Pheromone
33480.01,4,0.7025,423.5,29.75639999999921
33540.01,4,0.6425000000000001,426.75,30.695599999999196
33600.01,4,0.5925,429.5,29.695599999999196
33660.01,4,0.6,433.5,30.33799999999917
33720.01,4,0.6275000000000001,436.75,29.33799999999917
33780.01,4,0.49750000000000005,439.75,30.45399999999914
33840.01,4,0.7000000000000001,441.5,29.45399999999914
33900.01,4,0.765,446.75,29.407599999999107
33960.01,4,0.675,449.75,28.4075999999991
34020.01,4,0.6625,453.75,28.509199999999073
34080.01,4,0.655,456.75,27.509199999999073
34140.01,4,0.85,461.5,27.115599999999045
34200.01,4,0.63,464.0,26.115599999999045
34260.01,4,0.7224999999999999,466.25,26.665999999999006
34320.01,4,0.5625,470.75,25.665999999999006
34380.01,4,0.7925,472.75,25.630399999998982
34440.01,4,0.8425,477.0,24.630399999998982
34500.01,4,0.63,480.25,25.045999999998966
34560.01,4,0.61,483.75,24.045999999998966
34620.01,4,0.69,487.75,24.822799999998956
34680.01,4,0.545,491.75,23.822799999998956
34740.01,4,0.605,494.25,25.11079999999892
34800.01,4,0.815,499.25,24.11079999999892
34860.01,4,0.7075,503.25,24.233999999998893
34920.01,4,0.58,508.5,23.233999999998893
34980.01,4,0.675,512.25,23.633199999998865
35040.01,4,0.6799999999999999,515.25,22.633199999998865
35100.01,4,0.6275,518.75,23.223599999998832
35160.01,4,0.72,522.75,22.223599999998832
35220.01,4,0.8375,525.75,21.857999999998817
35220.01,4,0.8375,525.75,21.857999999998817
35220.01,0,NaN,NaN,NaN
35340.01,5,0.5519999999999999,426.0,63.335199999999986
35400.01,5,0.454,429.6,62.335199999999986
35460.01,5,0.36800000000000005,432.0,63.852639999999965
35520.01,5,0.298,435.0,62.852639999999965
35580.01,5,0.6439999999999999,437.8,63.638239999999925
35640.01,5,0.588,440.6,62.638239999999925
35700.01,5,0.598,442.8,63.276639999999894
35760.01,5,0.5660000000000001,445.6,62.276639999999894
35820.01,5,0.36,447.2,63.82063999999988
35880.01,5,0.372,449.6,62.82063999999988
35940.01,5,0.37,452.4,63.94159999999988
36000.01,5,0.49800000000000005,455.6,62.94159999999988
36060.01,5,0.516,459.2,63.795039999999844
36120.01,5,0.4800000000000001,462.8,62.795039999999844
36180.01,5,0.4779999999999999,466.6,63.961119999999845
36240.01,5,0.374,469.2,62.961119999999845
36300.01,5,0.526,472.2,63.66191999999982
36360.01,5,0.426,476.6,62.66191999999982
36420.01,5,0.30399999999999994,480.4,64.43023999999977
36480.01,5,0.724,484.8,63.43023999999978
36540.01,5,0.4680000000000001,487.8,64.40015999999976
36600.01,5,0.7040000000000001,491.0,63.40015999999976
36660.01,5,0.44800000000000006,494.6,64.99919999999972
36720.01,5,0.48599999999999993,498.0,63.999199999999725
36780.01,5,0.32,501.6,65.52687999999972
36840.01,5,0.346,504.0,64.52687999999972
36900.01,5,0.626,507.0,65.35919999999969
36960.01,5,0.634,511.2,64.35919999999969
37020.01,5,0.6679999999999999,515.0,64.80143999999966
37080.01,5,0.392,518.6,63.80143999999966
37140.01,5,0.6519999999999999,521.2,63.974239999999625
37200.01,5,0.41600000000000004,525.2,62.974239999999625
37260.01,5,0.42400000000000004,529.2,64.1988799999996
37320.01,5,0.454,532.8,63.19887999999961
37380.01,5,0.446,536.6,64.18767999999957
37440.01,5,0.34800000000000003,538.8,63.18767999999958
37500.01,5,0.396,541.8,64.80463999999952
37560.01,5,0.43200000000000005,544.8,63.80463999999953
37620.01,5,0.488,547.4,64.9665599999995
37680.01,5,0.378,549.4,63.966559999999504
37740.01,5,0.338,553.4,65.49999999999947
37800.01,5,0.356,557.6,64.49999999999947
37860.01,5,0.41200000000000003,561.0,65.68783999999945
37920.01,5,0.40800000000000003,565.8,64.68783999999945
37980.01,5,0.4,569.0,65.91247999999943
38040.01,5,0.39,571.6,64.91247999999943
38100.01,5,0.40199999999999997,574.8,66.35407999999941
38160.01,5,0.642,577.8,65.35407999999941
38220.01,5,0.334,581.4,67.69007999999937
38280.01,5,0.592,584.8,66.69007999999937
38340.01,5,0.42000000000000004,588.8,68.35311999999932
38400.01,5,0.298,591.0,67.35311999999932
38460.01,5,0.506,596.6,67.7684799999993
38520.01,5,0.43999999999999995,600.8,66.7684799999993
38580.01,5,0.46799999999999997,603.6,67.86735999999925
38640.01,5,0.5519999999999999,605.2,66.86735999999925
38700.01,5,0.36,607.6,68.43983999999921
38760.01,5,0.6839999999999999,610.6,67.43983999999921
38820.01,5,0.362,614.6,68.63983999999921
38880.01,5,0.526,620.6,67.63983999999921
38940.01,5,0.51,624.2,68.20975999999916
39000.01,5,0.352,626.4,67.20975999999916
39060.01,5,0.5740000000000001,629.4,68.16719999999914
39120.01,5,0.644,635.2,67.16719999999914
39180.01,5,0.29,637.6,68.7889599999991
39240.01,5,0.532,642.6,67.7889599999991
39300.01,5,0.43599999999999994,646.4,68.83791999999906
39360.01,5,0.5,649.2,67.83791999999906
39420.01,5,0.5,653.4,68.89903999999902
39480.01,5,0.574,656.2,67.89903999999902
39540.01,5,0.6759999999999999,658.8,68.558879999999
39600.01,5,0.35,662.6,67.558879999999
39660.01,5,0.35200000000000004,667.2,69.34767999999896
39720.01,5,0.328,669.4,68.34767999999896
39780.01,5,0.45999999999999996,673.8,69.4516799999989
39840.01,5,0.6180000000000001,677.2,68.4516799999989
39900.01,5,0.506,680.4,69.41327999999888
39960.01,5,0.47000000000000003,684.0,68.41327999999888
40020.01,5,0.344,687.4,70.08271999999883
40080.01,5,0.43999999999999995,691.0,69.08271999999883
40140.01,5,0.41400000000000003,694.2,70.26895999999881
40200.01,5,0.47800000000000004,697.6,69.26895999999881
40260.01,5,0.514,700.4,70.54511999999875
40320.01,5,0.362,704.6,69.54511999999875
40380.01,5,0.634,708.2,69.9105599999987
40440.01,5,0.41400000000000003,712.2,68.9105599999987
40500.01,5,0.5860000000000001,715.2,69.76655999999868
40560.01,5,0.4600000000000001,718.4,68.76655999999868
40620.01,5,0.706,721.4,69.07247999999865
40680.01,5,0.21200000000000002,724.2,68.07247999999865
40740.01,5,0.48200000000000004,728.4,69.29839999999862
40800.01,5,0.51,732.2,68.29839999999862
40860.01,5,0.41,736.6,69.59791999999858
40920.01,5,0.502,739.8,68.59791999999858
40980.01,5,0.544,741.6,69.19759999999852
41040.01,5,0.45999999999999996,744.8,68.19759999999852
41100.01,5,0.622,749.2,68.5899199999985
41160.01,5,0.35,753.2,67.5899199999985
41220.01,5,0.52,755.6,68.37455999999847
41280.01,5,0.6220000000000001,757.4,67.37455999999847
41340.01,5,0.278,759.8,69.32463999999842
41400.01,5,0.52,761.8,68.32463999999842
41460.01,5,0.406,764.0,69.67375999999835
41520.01,5,0.434,766.8,68.67375999999835
41580.01,5,0.37,770.0,69.94543999999833
41640.01,5,0.5519999999999999,773.2,68.94543999999833
41700.01,5,0.382,777.2,70.00399999999829
41760.01,5,0.45,781.6,69.00399999999829
41820.01,5,0.43599999999999994,784.8,70.16111999999823
41880.01,5,0.49799999999999994,787.0,69.16111999999823
41940.01,5,0.43200000000000005,789.8,70.43663999999816
42000.01,5,0.5720000000000001,792.6,69.43663999999816
42060.01,5,0.426,795.2,70.73103999999815
42120.01,5,0.55,799.4,69.73103999999815
42180.01,5,0.54,803.0,70.31663999999807
42240.01,5,0.40199999999999997,807.4,69.31663999999807
42300.01,5,0.41400000000000003,811.6,70.51919999999805
42360.01,5,0.542,814.2,69.51919999999805
42420.01,5,0.4119999999999999,817.4,70.693279999998
42480.01,5,0.6140000000000001,821.0,69.693279999998
42540.01,5,0.722,825.6,69.72015999999795
42600.01,5,0.242,829.0,68.72015999999795
42660.01,5,0.46799999999999997,833.8,69.60655999999787
42720.01,5,0.534,836.6,68.60655999999787
42780.01,5,0.568,838.4,69.07887999999784
42840.01,5,0.5279999999999999,842.0,68.07887999999784
42900.01,5,0.362,845.4,69.32239999999778
42960.01,5,0.43200000000000005,848.8,68.32239999999778
43020.01,5,0.41600000000000004,851.0,69.52111999999772
43080.01,5,0.328,855.4,68.52111999999772
43140.01,5,0.48599999999999993,858.4,69.63407999999767
43200.01,5,0.506,861.8,68.63407999999767
43260.01,5,0.318,866.6,69.95695999999762
43320.01,5,0.4959999999999999,870.4,68.95695999999762
43380.01,5,0.48600000000000004,873.0,69.98095999999757
43440.01,5,0.376,875.4,68.98095999999757
43500.01,5,0.30000000000000004,879.2,71.4097599999975
43560.01,5,0.296,883.6,70.4097599999975
43620.01,5,0.36,886.4,71.78191999999744
43680.01,5,0.7219999999999999,891.2,70.78191999999744
43740.01,5,0.28200000000000003,896.2,72.25807999999742
43800.01,5,0.62,900.2,71.25807999999742
43860.01,5,0.382,904.6,72.85039999999739
43920.01,5,0.31999999999999995,908.0,71.85039999999739
43980.01,5,0.7879999999999999,911.4,72.03471999999734
44040.01,5,0.192,914.0,71.03471999999734
44100.01,5,0.438,917.0,72.3966399999973
44160.01,5,0.5,919.4,71.3966399999973
44220.01,5,0.25,922.4,73.03631999999725
44280.01,5,0.39999999999999997,924.2,72.03631999999725
44340.01,5,0.49400000000000005,928.0,73.6644799999972
44400.01,5,0.4539999999999999,929.6,72.6644799999972
44460.01,5,0.524,933.6,73.40047999999715
44520.01,5,0.202,936.8,72.40047999999715
44580.01,5,0.524,939.2,73.08911999999705
44640.01,5,0.572,943.4,72.08911999999705
44700.01,5,0.44799999999999995,945.8,73.251999999997
44760.01,5,0.512,949.8,72.251999999997
44820.01,5,0.394,954.0,74.19951999999691
44880.01,5,0.438,957.6,73.19951999999691
44940.01,5,0.292,958.8,75.27439999999686
45000.01,5,0.678,962.6,74.27439999999686
45060.01,5,0.4600000000000001,967.4,75.00847999999685
45120.01,5,0.4,970.8,74.00847999999685
45180.01,5,0.496,973.2,74.91087999999678
45240.01,5,0.6040000000000001,976.0,73.91087999999678
45300.01,5,0.344,979.0,75.66671999999672
45360.01,5,0.42799999999999994,981.2,74.66671999999672
45420.01,5,0.386,985.6,76.06319999999667
45480.01,5,0.502,989.4,75.06319999999667
45540.01,5,0.634,991.4,75.39471999999658
45600.01,5,0.326,993.8,74.39471999999658
45660.01,5,0.552,997.6,75.19631999999656
45720.01,5,0.53,1000.8,74.19631999999656
45780.01,5,0.388,1005.0,75.75887999999652
45840.01,5,0.43599999999999994,1007.8,74.75887999999652
45900.01,5,0.45199999999999996,1011.6,75.83919999999647
45960.01,5,0.39599999999999996,1015.4,74.83919999999647
46020.01,5,0.398,1019.0,76.35439999999643
46080.01,5,0.348,1021.6,75.35439999999643
46140.01,5,0.346,1024.8,76.42895999999635
46200.01,5,0.608,1028.2,75.42895999999635
46260.01,5,0.29599999999999993,1031.4,77.33199999999631
46320.01,5,0.418,1034.0,76.33199999999631
46380.01,5,0.454,1038.0,77.19119999999624
46440.01,5,0.33199999999999996,1041.2,76.19119999999624
46500.01,5,0.45600000000000007,1042.2,77.59855999999618
46560.01,5,0.43,1044.6,76.59855999999618
46620.01,5,0.37200000000000005,1048.0,77.97359999999614
46680.01,5,0.48,1052.2,76.97359999999614
46740.01,5,0.704,1055.2,77.2551999999961
46800.01,5,0.6200000000000001,1058.2,76.2551999999961
46860.01,5,0.40800000000000003,1060.0,78.14479999999602
46920.01,5,0.4640000000000001,1063.0,77.14479999999602
46980.01,5,0.47800000000000004,1065.0,78.15151999999598
47040.01,5,0.582,1066.2,77.15151999999598
47100.01,5,0.368,1067.4,78.35151999999589
47160.01,5,0.454,1068.6,77.35151999999589
47220.01,5,0.44799999999999995,1070.4,78.28655999999583
47280.01,5,0.484,1072.2,77.28655999999583
47340.01,5,0.42799999999999994,1073.8,78.65551999999573
47400.01,5,0.47400000000000003,1075.6,77.65551999999573
47460.01,5,0.46799999999999997,1077.6,78.68143999999566
47520.01,5,0.45199999999999996,1079.2,77.68143999999566
47580.01,5,0.5660000000000001,1081.4,78.65935999999564
47640.01,5,0.5599999999999999,1083.2,77.65935999999564
47700.01,5,0.41,1084.2,78.66927999999558
47760.01,5,0.5780000000000001,1086.4,77.66927999999558
47820.01,5,0.48200000000000004,1088.4,78.55407999999554
47880.01,5,0.32399999999999995,1090.6,77.55407999999554
47940.01,5,0.508,1091.0,78.73615999999546
48000.01,5,0.538,1092.6,77.73615999999546
48060.01,5,0.45999999999999996,1093.6,78.82287999999538
48120.01,5,0.45,1095.2,77.82287999999538
48180.01,5,0.44800000000000006,1096.6,78.96047999999534
48240.01,5,0.366,1097.4,77.96047999999534
48300.01,5,0.462,1098.8,79.14191999999525
48360.01,5,0.49399999999999994,1099.8,78.14191999999525
48420.01,5,0.44400000000000006,1100.6,79.48847999999519
48480.01,5,0.458,1102.4,78.48847999999519
48540.01,5,0.34199999999999997,1104.2,80.10831999999512
48600.01,5,0.40800000000000003,1106.0,79.10831999999512
48660.01,5,0.43599999999999994,1108.6,80.2939199999951
48720.01,5,0.368,1110.4,79.2939199999951
48780.01,5,0.42800000000000005,1112.4,80.308959999995
48840.01,5,0.40800000000000003,1113.8,79.308959999995
48900.01,5,0.458,1115.8,80.48591999999493
48960.01,5,0.496,1118.4,79.48591999999493
49020.01,5,0.476,1119.4,80.62511999999484
49080.01,5,0.4640000000000001,1121.0,79.62511999999484
49140.01,5,0.488,1122.8,80.48271999999477
49200.01,5,0.492,1123.8,79.48271999999477
49260.01,5,0.35,1125.2,81.13519999999471
49320.01,5,0.388,1127.0,80.13519999999471
49380.01,5,0.38599999999999995,1129.2,81.60463999999462
49440.01,5,0.45999999999999996,1130.4,80.60463999999462
49500.01,5,0.466,1133.6,81.76655999999454
49560.01,5,0.45600000000000007,1135.0,80.76655999999454
49620.01,5,0.446,1135.8,82.00943999999454
49680.01,5,0.442,1138.4,81.00943999999454
49740.01,5,0.41400000000000003,1141.2,82.27663999999449
49800.01,5,0.358,1143.8,81.27663999999449
49860.01,5,0.508,1146.2,82.27023999999444
49920.01,5,0.366,1147.2,81.27023999999444
49980.01,5,0.34199999999999997,1148.4,82.80239999999436
50040.01,5,0.488,1150.2,81.80239999999436
50100.01,5,0.514,1151.6,82.80239999999436
50160.01,5,0.526,1153.0,81.80239999999436
50220.01,5,0.524,1154.6,82.79439999999434
50280.01,5,0.38,1155.4,81.79439999999434
50340.01,5,0.45200000000000007,1156.8,82.56623999999428
50400.01,5,0.46799999999999997,1158.4,81.56623999999428
50460.01,5,0.356,1161.4,83.03759999999423
50520.01,5,0.43199999999999994,1163.2,82.03759999999423
50580.01,5,0.334,1166.0,83.52495999999414
50640.01,5,0.532,1170.0,82.52495999999414
50700.01,5,0.42799999999999994,1173.0,83.76495999999409
50760.01,5,0.51,1174.6,82.76495999999409
50820.01,5,0.394,1176.8,84.36111999999402
50880.01,5,0.43400000000000005,1178.6,83.36111999999402
50940.01,5,0.58,1182.6,85.02639999999391
51000.01,5,0.5359999999999999,1186.4,84.02639999999391
51060.01,5,0.388,1189.0,85.69743999999388
51120.01,5,0.414,1192.2,84.69743999999388
51180.01,5,0.5,1195.8,85.61103999999384
51240.01,5,0.472,1199.8,84.61103999999384
51300.01,5,0.42799999999999994,1202.8,85.61519999999376
51360.01,5,0.42800000000000005,1205.4,84.61519999999376
51420.01,5,0.308,1208.4,86.45839999999369
51480.01,5,0.53,1212.4,85.45839999999369
51540.01,5,0.578,1215.0,86.86063999999362
51600.01,5,0.366,1218.4,85.86063999999362
51660.01,5,0.602,1223.0,86.75535999999359
51720.01,5,0.342,1226.6,85.75535999999359
51780.01,5,0.384,1229.0,87.45487999999351
51840.01,5,0.262,1231.2,86.45487999999351
51900.01,5,0.33999999999999997,1235.0,87.73775999999349
51960.01,5,0.514,1238.6,86.73775999999349
52020.01,5,0.42400000000000004,1242.0,88.12591999999339
52080.01,5,0.5399999999999999,1243.6,87.12591999999339
52140.01,5,0.6140000000000001,1246.4,87.48495999999331
52200.01,5,0.49800000000000005,1248.4,86.48495999999331
52260.01,5,0.518,1251.2,87.32175999999326
52320.01,5,0.5379999999999999,1253.4,86.32175999999326
52380.01,5,0.36,1255.8,87.51471999999322
52440.01,5,0.5860000000000001,1259.0,86.51471999999322
52500.01,5,0.414,1261.0,87.75663999999313
52560.01,5,0.502,1264.8,86.75663999999313
52620.01,5,0.44400000000000006,1268.0,88.55183999999306
52680.01,5,0.536,1271.0,87.55183999999306
52740.01,5,0.23399999999999999,1273.0,89.160159999993
52800.01,5,0.672,1277.2,88.160159999993
52860.01,5,0.32799999999999996,1280.4,90.03343999999291
52920.01,5,0.27999999999999997,1284.0,89.03343999999291
52980.01,5,0.396,1286.8,90.17967999999281
53040.01,5,0.492,1288.6,89.17967999999281
53100.01,5,0.374,1292.4,89.99007999999354
53160.01,5,0.49000000000000005,1295.2,88.99007999999354
53220.01,5,0.422,1298.0,89.72255999999346
53280.01,5,0.6100000000000001,1301.0,88.72255999999346
53340.01,5,0.42800000000000005,1304.2,89.34367999999338
53400.01,5,0.5439999999999999,1307.6,88.34367999999338
53460.01,5,0.446,1311.2,89.42367999999331
53520.01,5,0.406,1313.4,88.42367999999331
53580.01,5,0.384,1315.6,89.82495999999328
53640.01,5,0.5940000000000001,1318.6,88.82495999999328
53700.01,5,0.42800000000000005,1321.4,90.34943999999321
53760.01,5,0.5980000000000001,1324.4,89.34943999999321
53820.01,5,0.384,1328.6,90.35231999999316
53880.01,5,0.57,1331.8,89.35231999999316
53940.01,5,0.434,1334.8,90.55327999999307
54000.01,5,0.466,1337.2,89.55327999999307
54060.01,5,0.6060000000000001,1339.8,90.19295999999305
54120.01,5,0.5039999999999999,1343.4,89.19295999999305
54180.01,5,0.36200000000000004,1346.4,91.28287999999296
54240.01,5,0.33799999999999997,1349.2,90.28287999999296
54300.01,5,0.484,1353.8,91.25055999999286
54360.01,5,0.28200000000000003,1358.2,90.25055999999286
54420.01,5,0.48,1361.0,91.37663999999276
54480.01,5,0.33399999999999996,1365.2,90.37663999999276
54540.01,5,0.438,1370.0,91.41215999999277
54600.01,5,0.362,1373.6,90.41215999999277
54660.01,5,0.42400000000000004,1377.6,91.22815999999274
54720.01,5,0.45,1381.0,90.22815999999274
54780.01,5,0.6540000000000001,1383.0,91.22015999999265
54840.01,5,0.36,1386.0,90.22015999999265
54900.01,5,0.32999999999999996,1389.2,91.81471999999258
54960.01,5,0.326,1392.6,90.81471999999258
55020.01,5,0.382,1396.0,92.13471999999254
55080.01,5,0.524,1398.8,91.13471999999254
55140.01,5,0.49400000000000005,1403.0,92.42975999999244
55200.01,5,0.492,1407.4,91.47087999999447
55260.01,5,0.6180000000000001,1410.2,92.11535999999437
55320.01,5,0.312,1413.2,91.11535999999437
55380.01,5,0.622,1417.2,91.40847999999426
55440.01,5,0.3,1421.6,90.56463999999433
55500.01,5,0.5900000000000001,1425.2,91.35599999999427
55560.01,5,0.41600000000000004,1427.0,90.55599999999427
55620.01,5,0.33199999999999996,1431.6,92.16111999999418
55680.01,5,0.35200000000000004,1434.4,91.36111999999419
55740.01,5,0.366,1437.0,93.8651199999941
55800.01,5,0.628,1440.2,93.06511999999411
55860.01,5,0.404,1444.0,94.107679999994
55920.01,5,0.696,1446.6,93.107679999994
55980.01,5,0.616,1450.0,93.6593599999939
56040.01,5,0.506,1453.6,92.6593599999939
56100.01,5,0.386,1456.2,94.07567999999378
56160.01,5,0.27799999999999997,1459.2,93.07567999999378
56220.01,5,0.6519999999999999,1462.6,93.35279999999372
56280.01,5,0.41000000000000003,1465.8,92.35279999999372
56340.01,5,0.42400000000000004,1470.6,93.59247999999363
56400.01,5,0.5040000000000001,1474.2,92.59247999999363
56460.01,5,0.5119999999999999,1477.2,93.65487999999353
56520.01,5,0.392,1480.6,92.65487999999353
56580.01,5,0.308,1483.4,94.1355199999934
56640.01,5,0.384,1487.6,93.1355199999934
56700.01,5,0.4,1490.6,93.79887999999332
56760.01,5,0.43200000000000005,1492.6,92.79887999999332
56820.01,5,0.558,1495.0,93.76367999999323
56880.01,5,0.472,1498.0,92.76367999999323
56940.01,5,0.356,1500.4,94.02703999999319
57000.01,5,0.292,1503.6,93.02703999999319
57060.01,5,0.674,1507.0,92.91951999999313
57120.01,5,0.538,1509.4,91.91951999999313
57180.01,5,0.272,1511.2,93.24335999999332
57240.01,5,0.32199999999999995,1514.4,92.44335999999332
57300.01,5,0.454,1517.4,93.60719999999324
57360.01,5,0.46799999999999997,1519.4,92.60719999999324
57420.01,5,0.356,1523.6,93.7959999999932
57480.01,5,0.5919999999999999,1527.0,92.7959999999932
57540.01,5,0.4,1532.0,94.13903999999312
57600.01,5,0.5479999999999999,1535.8,93.33903999999312
57660.01,5,0.542,1540.2,94.10799999999304
57720.01,5,0.44800000000000006,1543.6,93.10799999999304
57780.01,5,0.318,1546.2,94.88383999999562
57840.01,5,0.362,1549.2,93.99071999999566
57900.01,5,0.352,1551.2,94.69311999999562
57960.01,5,0.382,1554.8,93.8931199999956
58020.01,5,0.322,1558.2,95.23775999999559
58080.01,5,0.518,1561.6,94.43775999999559
58140.01,5,0.41200000000000003,1565.6,95.50687999999579
58200.01,5,0.378,1568.8,94.70687999999579
58260.01,5,0.41600000000000004,1572.8,95.9775999999957
58320.01,5,0.42800000000000005,1575.6,94.9775999999957
58380.01,5,0.454,1579.8,96.01391999999836
58440.01,5,0.54,1584.0,95.21391999999837
58500.01,5,0.43,1587.0,96.41839999999836
58560.01,5,0.48200000000000004,1589.6,95.43983999999838
58620.01,5,0.682,1593.6,95.89455999999832
58680.01,5,0.7300000000000001,1597.2,95.09455999999832
58740.01,5,0.48600000000000004,1600.6,95.61583999999834
58800.01,5,0.554,1603.8,94.81583999999835
58860.01,5,0.484,1607.2,95.21583999999834
58920.01,5,0.404,1609.0,94.41583999999834
58980.01,5,0.41600000000000004,1613.4,94.9854399999983
59040.01,5,0.41000000000000003,1616.2,93.9854399999983
59100.01,5,0.4800000000000001,1618.4,95.2519999999982
59160.01,5,0.298,1621.4,94.2519999999982
59220.01,5,0.34199999999999997,1624.6,95.44751999999815
59280.01,5,0.564,1628.4,94.44751999999815
59340.01,5,0.458,1632.2,94.85167999999817
59400.01,5,0.596,1634.8,93.85167999999817
59460.01,5,0.43200000000000005,1639.4,95.39503999999813
59520.01,5,0.454,1641.6,94.39503999999813
59580.01,5,0.384,1644.0,95.131679999998
59640.01,5,0.58,1646.8,94.131679999998
59700.01,5,0.33399999999999996,1650.4,95.5643199999979
59760.01,5,0.616,1654.0,94.5643199999979
59820.01,5,0.438,1658.0,95.77679999999798
59880.01,5,0.354,1661.2,94.77679999999798
59940.01,5,0.48200000000000004,1663.6,95.15951999999791
60000.01,5,0.426,1666.6,94.17071999999806
60060.01,5,0.46799999999999997,1670.0,95.31215999999799
60120.01,5,0.472,1673.4,94.51215999999798
60180.01,5,0.286,1676.6,95.23439999999798
60240.01,5,0.418,1679.2,94.43439999999798
60300.01,5,0.552,1682.2,94.94063999999787
60360.01,5,0.28400000000000003,1686.4,93.94063999999787
60420.01,5,0.62,1689.4,94.68623999999777
60480.01,5,0.722,1693.0,93.68623999999777
60540.01,5,0.27999999999999997,1696.8,95.01583999999772
60600.01,5,0.43599999999999994,1700.4,94.01583999999772
60660.01,5,0.4700000000000001,1703.8,95.11983999999771
60720.01,5,0.362,1707.2,94.11983999999771
60780.01,5,0.472,1709.8,95.06191999999768
60840.01,5,0.406,1712.8,94.06191999999768
60900.01,5,0.59,1715.6,94.86223999999761
60960.01,5,0.528,1719.4,93.86223999999761
61020.01,5,0.368,1721.6,94.82543999999771
61080.01,5,0.694,1724.8,94.0254399999977
61140.01,5,0.442,1728.0,94.6887999999976
61200.01,5,0.378,1730.2,93.6887999999976
61260.01,5,0.43,1732.2,94.38479999999758
61320.01,5,0.48200000000000004,1736.0,93.58479999999759
61380.01,5,0.8200000000000001,1740.6,93.14479999999745
61440.01,5,0.46399999999999997,1744.2,92.34479999999745
61500.01,5,0.41,1748.0,93.44943999999737
61560.01,5,0.34199999999999997,1751.8,92.44943999999737
61620.01,5,0.352,1755.0,94.34063999999724
61680.01,5,0.44600000000000006,1757.2,93.4686399999973
61740.01,5,0.366,1759.6,94.66351999999722
61800.01,5,0.40199999999999997,1762.8,93.66351999999722
61860.01,5,0.368,1765.8,94.95055999999717
61920.01,5,0.31599999999999995,1768.4,94.15055999999717
61980.01,5,0.404,1772.0,94.90351999999731
62040.01,5,0.3,1776.2,93.90351999999731
62100.01,5,0.42399999999999993,1778.6,94.50351999999732
62160.01,5,0.45999999999999996,1781.8,93.61711999999736
62220.01,5,0.508,1785.4,94.23823999999729
62280.01,5,0.706,1789.8,93.4382399999973
62340.01,5,0.488,1793.2,94.63887999999717
62400.01,5,0.526,1796.6,93.63887999999717
62460.01,5,0.324,1800.0,95.14767999999712
62520.01,5,0.384,1804.0,94.14767999999712
62580.01,5,0.42200000000000004,1807.6,94.9780799999971
62640.01,5,0.442,1812.2,93.9780799999971
62700.01,5,0.40800000000000003,1815.8,94.787359999997
62760.01,5,0.502,1819.8,93.787359999997
62820.01,5,0.41200000000000003,1823.0,94.96943999999692
62880.01,5,0.364,1826.6,93.96943999999692
62940.01,5,0.48,1829.4,94.93391999999679
63000.01,5,0.42000000000000004,1831.2,93.93391999999679
63060.01,5,0.5279999999999999,1835.0,94.92047999999764
63120.01,5,0.646,1838.4,93.92047999999764
63180.01,5,0.286,1841.6,94.30351999999758
63240.01,5,0.354,1845.0,93.30351999999758
63300.01,5,0.5519999999999999,1849.0,94.28719999999745
63360.01,5,0.372,1852.6,93.28719999999745
63420.01,5,0.392,1857.2,94.40239999999741
63480.01,5,0.32199999999999995,1860.6,93.40239999999741
63540.01,5,0.538,1864.8,94.4625599999973
63600.01,5,0.4,1867.8,93.4625599999973
63660.01,5,0.346,1870.4,94.45423999999728
63720.01,5,0.606,1873.8,93.5796799999976
63780.01,5,0.404,1876.8,94.66575999999752
63840.01,5,0.394,1878.6,93.66575999999752
63900.01,5,0.6040000000000001,1883.8,94.53551999999745
63960.01,5,0.458,1886.8,93.53551999999745
64020.01,5,0.4620000000000001,1891.2,94.44271999999744
64080.01,5,0.6039999999999999,1894.8,93.44271999999744
64140.01,5,0.274,1898.6,94.25103999999742
64200.01,5,0.77,1902.8,93.25103999999742
64260.01,5,0.352,1905.8,95.04687999999729
64320.01,5,0.504,1910.0,94.04687999999729
64380.01,5,0.5279999999999999,1914.8,94.63855999999717
64440.01,5,0.274,1918.0,93.63855999999717
64500.01,5,0.558,1920.4,94.62735999999714
64560.01,5,0.496,1923.8,93.62735999999714
64620.01,5,0.41600000000000004,1928.4,94.76399999999705
64680.01,5,0.244,1931.4,93.76399999999705
64740.01,5,0.24000000000000005,1935.6,94.32399999999703
64800.01,5,0.606,1938.2,93.39247999999722
64860.01,5,0.254,1938.4,95.34447999999763
64920.01,5,0.5479999999999999,1940.0,94.34447999999763
64980.01,5,0.442,1941.0,95.15535999999753
65040.01,5,0.41600000000000004,1942.6,94.15535999999753
65100.01,5,0.442,1944.6,95.49903999999745
65160.01,5,0.45999999999999996,1946.8,94.49903999999745
65220.01,5,0.348,1948.2,95.83887999999736
65280.01,5,0.388,1949.4,94.83887999999736
65340.01,5,0.35,1950.4,95.71375999999741
65400.01,5,0.4,1952.6,94.71375999999741
65460.01,5,0.476,1954.4,95.88623999999731
65520.01,5,0.40199999999999997,1955.8,94.88623999999731
65580.01,5,0.42200000000000004,1957.6,95.68207999999731
65640.01,5,0.446,1959.6,94.68207999999731
65700.01,5,0.43200000000000005,1961.6,95.30959999999733
65760.01,5,0.584,1963.6,94.30959999999733
65820.01,5,0.418,1964.6,95.20655999999732
65880.01,5,0.45200000000000007,1966.2,94.20655999999732
65940.01,5,0.394,1967.6,95.20655999999732
66000.01,5,0.45999999999999996,1969.2,94.20655999999732
66060.01,5,0.4079999999999999,1970.8,95.60623999999726
66120.01,5,0.45600000000000007,1973.0,94.60623999999726
