Time,Servers,AverageCPU,Sessions,Pheromone
0.01,2,0.0,0.0,NaN
60.01,1,0.0,0.0,NaN
120.01,1,0.27,1.0,NaN
180.01,1,0.27,1.0,NaN
240.01,1,0.63,3.0,NaN
300.01,1,0.63,3.0,NaN
360.01,1,0.47,2.0,NaN
420.01,1,0.43,1.0,NaN
480.01,1,0.63,3.0,NaN
540.01,1,0.63,3.0,NaN
600.01,1,0.47,2.0,NaN
660.01,2,0.235,2.0,NaN
720.01,2,0.235,2.0,NaN
780.01,2,0.315,3.0,NaN
840.01,1,0.27,1.0,NaN
900.01,1,0.47,2.0,NaN
960.01,1,0.63,2.0,NaN
1020.01,1,0.47,3.0,NaN
1080.01,1,0.47,2.0,NaN
1140.01,1,0.8,4.0,NaN
1200.01,2,0.6000000000000001,5.0,NaN
1260.01,2,0.45,4.0,NaN
1320.01,2,0.45,3.0,NaN
1380.01,1,0.27,1.0,NaN
1440.01,1,0.93,4.0,NaN
1500.01,2,0.485,6.0,NaN
1560.01,2,0.5900000000000001,6.0,NaN
1620.01,2,0.22000000000000003,3.0,NaN
1680.01,1,0.0,0.0,NaN
1740.01,1,0.0,0.0,NaN
1800.01,1,0.27,1.0,NaN
1860.01,1,0.27,1.0,NaN
1920.01,1,0.27,1.0,NaN
1980.01,1,0.47,2.0,NaN
2040.01,2,0.315,3.0,NaN
2100.01,2,0.6000000000000001,5.0,NaN
2160.01,2,0.45,4.0,NaN
2220.01,2,0.365,3.0,NaN
2280.01,2,0.41500000000000004,3.0,NaN
2340.01,2,0.43,4.0,NaN
2400.01,2,0.365,3.0,NaN
2460.01,2,0.2,1.0,NaN
2520.01,1,0.57,2.0,NaN
2580.01,1,0.89,4.0,NaN
2640.01,2,0.5,6.0,NaN
2700.01,2,0.575,5.0,NaN
2760.01,2,0.515,4.0,NaN
2820.01,2,0.135,1.0,NaN
2880.01,1,0.0,0.0,NaN
2940.01,1,0.47,3.0,NaN
3000.01,2,0.465,4.0,NaN
3060.01,2,0.465,4.0,NaN
3120.01,2,0.315,3.0,NaN
3180.01,1,0.0,0.0,NaN
3240.01,1,0.63,3.0,NaN
3300.01,1,0.63,3.0,NaN
3360.01,2,0.465,4.0,NaN
3420.01,2,0.45,4.0,NaN
3480.01,2,0.45,4.0,NaN
3540.01,2,0.53,5.0,NaN
3600.01,2,0.27,2.0,NaN
3660.01,2,0.43,4.0,NaN
3720.01,2,0.43,5.0,NaN
3780.01,3,0.59,8.0,NaN
3840.01,3,0.59,8.0,NaN
3900.01,3,0.49666666666666665,6.0,NaN
3960.01,2,0.27,2.0,NaN
4020.01,2,0.27,2.0,NaN
4080.01,2,0.365,3.0,NaN
4140.01,2,0.53,5.0,NaN
4200.01,3,0.44,6.0,NaN
4260.01,3,0.47,7.0,NaN
4320.01,3,0.37333333333333335,5.0,NaN
4380.01,3,0.43,6.0,NaN
4440.01,3,0.37666666666666665,5.0,NaN
4500.01,3,0.49,7.0,NaN
4560.01,3,0.37666666666666665,5.0,NaN
4620.01,3,0.33,4.0,NaN
4680.01,3,0.42,6.0,NaN
4740.01,3,0.41,5.0,NaN
4800.01,3,0.37333333333333335,5.0,NaN
4860.01,3,0.32,4.0,NaN
4920.01,2,0.365,3.0,NaN
4980.01,2,0.38,4.0,NaN
5040.01,2,0.53,5.0,NaN
5100.01,2,0.7050000000000001,7.0,NaN
5160.01,3,0.5133333333333333,7.0,NaN
5220.01,3,0.3,4.0,NaN
5280.01,3,0.24333333333333332,3.0,NaN
5340.01,2,0.35,4.0,NaN
5400.01,2,0.35,4.0,NaN
5460.01,2,0.72,7.0,NaN
5520.01,3,0.5466666666666666,7.0,NaN
5580.01,3,0.47666666666666674,6.0,NaN
5640.01,3,0.49,6.0,NaN
5700.01,3,0.44333333333333336,6.0,NaN
5760.01,3,0.49,7.0,NaN
5820.01,3,0.5233333333333333,8.0,NaN
