Time,Servers,AverageCPU,Sessions,Pheromone
1.01,2,0.0,0.0,60.3
61.01,2,0.0,0.0,68.69999999999999
121.01,2,0.135,1.0,78.83333333333331
181.01,2,0.605,5.0,80.73733333333331
241.01,2,0.605,5.0,79.52933333333331
301.01,2,0.49,4.0,79.49333333333331
361.01,2,0.425,3.0,78.59466666666665
421.01,2,0.54,4.0,81.38666666666666
481.01,2,0.665,5.0,82.1173333333333
541.01,2,0.54,4.0,80.98266666666665
601.01,2,0.2,2.0,86.26266666666663
661.01,2,0.135,1.0,91.52933333333331
721.01,1,0.6,2.0,64.83333333333333
781.01,1,0.8,3.0,64.96666666666665
841.01,1,0.8,3.0,62.11066666666666
901.01,1,0.94,4.0,60.12133333333333
961.01,1,1.0,5.0,56.321333333333335
1021.01,1,1.0,5.0,52.52133333333334
1081.01,1,1.0,6.0,48.72133333333334
1141.01,1,1.0,7.0,44.921333333333344
1201.01,1,1.0,8.0,41.12133333333335
1261.01,1,1.0,9.0,37.32133333333335
1321.01,1,1.0,8.0,33.52133333333335
1381.01,1,0.51,3.0,31.374666666666688
1441.01,1,0.9,4.0,28.31600000000002
1501.01,1,0.7,3.0,25.716000000000022
1561.01,1,0.8,3.0,25.321333333333357
1621.01,4,0.2125,3.0,61.98333333333333
1681.01,4,0.2025,3.0,66.96666666666667
1741.01,4,0.2025,3.0,72.76666666666667
1801.01,4,0.2025,2.0,81.14999999999999
1861.01,4,0.27,4.0,87.08333333333331
1921.01,4,0.335,5.0,92.61666666666665
1981.01,3,0.27,3.0,61.568444444444445
2041.01,3,0.36999999999999994,4.0,65.14888888888889
2101.01,3,0.13333333333333333,1.0,69.75422222222223
2161.01,3,0.27,3.0,74.28755555555556
2221.01,3,0.36999999999999994,4.0,77.62266666666666
2281.01,3,0.53,6.0,81.02444444444444
2341.01,3,0.6433333333333334,8.0,81.0991111111111
2401.01,3,0.48666666666666664,6.0,80.12133333333333
2461.01,3,0.62,8.0,80.37466666666666
2521.01,3,0.36999999999999994,4.0,80.37822222222222
2581.01,3,0.36999999999999994,4.0,82.89288888888888
2641.01,3,0.13333333333333333,1.0,86.62799999999999
2701.01,2,0.0,0.0,64.1
2761.01,2,0.135,1.0,70.96666666666665
2821.01,2,0.27,2.0,78.13333333333333
2881.01,2,0.54,4.0,79.40799999999999
2941.01,2,0.54,4.0,80.93333333333331
3001.01,2,0.425,3.0,81.98266666666665
3061.01,2,0.54,4.0,84.60266666666664
3121.01,2,0.345,2.0,87.15333333333331
3181.01,1,0.27,1.0,60.233333333333334
3241.01,1,0.8,4.0,61.3
3301.01,1,0.97,7.0,57.77733333333333
3361.01,1,1.0,10.0,53.977333333333334
3421.01,1,1.0,9.0,50.17733333333334
3481.01,1,1.0,5.0,46.37733333333334
3541.01,1,0.27,1.0,47.644000000000005
3601.01,1,1.0,5.0,44.91066666666667
3661.01,1,1.0,7.0,41.110666666666674
3721.01,1,1.0,8.0,37.31066666666668
3781.01,1,1.0,8.0,33.51066666666668
3841.01,1,1.0,8.0,29.710666666666683
3901.01,1,1.0,9.0,25.910666666666682
3961.01,1,1.0,9.0,22.11066666666668
4021.01,3,0.42333333333333334,8.0,60.52222222222222
4081.01,3,0.36000000000000004,4.0,65.99244444444444
4141.01,3,0.36999999999999994,4.0,68.26177777777777
4201.01,3,0.36999999999999994,4.0,70.31244444444444
4261.01,3,0.53,6.0,72.35688888888888
4321.01,3,0.36999999999999994,4.0,74.82888888888887
4381.01,3,0.48666666666666664,6.0,76.20666666666665
4441.01,3,0.44333333333333336,5.0,79.82977777777775
4501.01,3,0.6133333333333334,7.0,82.12755555555553
4561.01,3,0.8166666666666668,11.0,79.46266666666664
4621.01,3,0.9466666666666667,13.0,76.69822222222218
4681.01,3,0.7999999999999999,10.0,73.51688888888886
4741.01,3,0.6699999999999999,8.0,70.01555555555552
4801.01,3,0.36999999999999994,4.0,69.58977777777774
4861.01,3,0.36999999999999994,4.0,72.41377777777774
4921.01,3,0.44333333333333336,5.0,75.43599999999996
4981.01,3,0.53,6.0,76.2804444444444
5041.01,3,0.44333333333333336,5.0,77.92488888888884
5101.01,3,0.44333333333333336,5.0,78.61644444444441
5161.01,3,0.36999999999999994,4.0,80.68488888888885
5221.01,3,0.5533333333333333,7.0,82.2644444444444
5281.01,3,0.7166666666666667,9.0,82.32577777777773
5341.01,3,0.8466666666666667,12.0,79.82533333333328
5401.01,3,0.7166666666666667,10.0,76.67599999999995
5461.01,3,0.8300000000000001,13.0,75.7186666666666
5521.01,3,0.4466666666666667,6.0,72.3595555555555
5581.01,3,0.6,8.0,71.56222222222216
5641.01,3,0.5533333333333333,7.0,73.40755555555548
5701.01,3,0.6133333333333334,7.0,73.9497777777777
5761.01,3,0.6133333333333334,7.0,73.88311111111102
5821.01,3,0.48666666666666664,5.0,73.26533333333323
5881.01,3,0.09000000000000001,1.0,77.33644444444434
5941.01,3,0.0,0.0,85.11422222222212
6001.01,2,0.135,1.0,63.83333333333333
6061.01,2,0.48000000000000004,4.0,66.72266666666665
6121.01,2,0.54,4.0,68.67333333333332
6181.01,2,0.875,7.0,67.8133333333333
6241.01,2,0.565,5.0,65.67999999999998
6301.01,2,0.565,5.0,64.30799999999996
6361.01,2,0.765,5.0,62.88533333333331
6421.01,2,0.97,8.0,59.730666666666636
6481.01,2,0.97,8.0,56.130666666666635
6541.01,2,0.97,7.0,52.53599999999996
6601.01,2,0.985,9.0,48.76933333333329
6661.01,2,0.8,6.0,45.371999999999964
6721.01,2,0.875,7.0,43.4213333333333
6781.01,2,0.8,6.0,41.227999999999966
6841.01,2,0.875,7.0,39.8693333333333
6901.01,2,0.9,11.0,36.20266666666664
6961.01,2,0.985,11.0,32.40266666666664
7021.01,2,1.0,10.0,28.669333333333306
7081.01,2,0.7849999999999999,8.0,25.769333333333307
7141.01,2,0.49,7.0,24.309333333333306
7201.01,3,0.3233333333333333,6.0,60.14444444444444
7261.01,3,0.41333333333333333,5.0,64.14266666666666
7321.01,3,0.2833333333333333,3.0,60.52044444444444
7381.01,3,0.36999999999999994,4.0,66.25644444444443
7441.01,3,0.36999999999999994,4.0,71.14622222222222
7501.01,3,0.36999999999999994,4.0,74.21822222222221
7561.01,3,0.36999999999999994,4.0,77.31155555555553
7621.01,3,0.40666666666666673,4.0,80.93377777777776
7681.01,3,0.36999999999999994,4.0,85.09022222222221
7741.01,3,0.44333333333333336,5.0,88.93466666666664
7801.01,3,0.5533333333333333,7.0,89.46799999999996
7861.01,3,0.8300000000000001,10.0,86.51866666666665
7921.01,3,0.7866666666666666,11.0,84.30177777777776
7981.01,3,0.8533333333333334,11.0,81.26977777777775
8041.01,3,0.3833333333333333,5.0,79.03599999999999
8101.01,3,0.51,7.0,80.61466666666665
8161.01,3,0.53,6.0,81.05911111111108
8221.01,3,0.6133333333333334,7.0,81.00311111111108
8281.01,3,0.44333333333333336,5.0,81.55866666666662
8341.01,3,0.44333333333333336,5.0,83.2253333333333
8401.01,3,0.32,4.0,85.69288888888885
8461.01,3,0.6133333333333334,7.0,88.51688888888884
8521.01,3,0.6699999999999999,8.0,88.07777777777774
8581.01,3,0.6699999999999999,8.0,86.49288888888884
8641.01,3,0.6699999999999999,8.0,85.7044444444444
8701.01,3,0.48666666666666664,6.0,86.30533333333328
8761.01,3,0.6699999999999999,8.0,86.71422222222218
8821.01,3,0.6133333333333334,7.0,85.00755555555551
8881.01,3,0.53,6.0,84.36311111111107
8941.01,3,0.48666666666666664,5.0,87.6964444444444
9001.01,3,0.48666666666666664,6.0,88.8964444444444
9061.01,2,0.605,5.0,58.5
9121.01,2,0.49,4.0,58.61333333333333
9181.01,2,0.605,5.0,59.31066666666666
9241.01,2,0.945,8.0,58.46399999999999
9301.01,2,0.945,8.0,54.883999999999986
9361.01,2,0.835,8.0,51.42133333333332
9421.01,2,0.7,6.0,47.95866666666666
9481.01,2,0.8,6.0,45.79466666666666
9541.01,2,0.875,7.0,43.438666666666656
9601.01,2,0.875,7.0,41.58133333333332
9661.01,2,0.97,7.0,37.981333333333325
9721.01,2,0.98,8.0,34.18133333333333
9781.01,2,0.95,7.0,30.46933333333333
9841.01,2,0.97,8.0,26.75733333333333
9901.01,2,0.7,6.0,24.161333333333335
9961.01,3,0.44333333333333336,5.0,59.76577777777777
10021.01,3,0.44333333333333336,5.0,58.74355555555556
10081.01,3,0.6699999999999999,8.0,59.76577777777778
