Time,Servers,AverageCPU,Sessions,Pheromone
1.01,2,0.0,0.0,60.3
61.01,2,0.27,2.0,66.83333333333333
121.01,2,0.425,3.0,69.83733333333333
181.01,2,0.425,3.0,72.612
241.01,2,0.135,1.0,75.816
301.01,2,0.0,0.0,82.14933333333332
361.01,2,0.27,2.0,90.38266666666665
421.01,2,0.425,3.0,64.33733333333333
481.01,2,0.54,4.0,65.22666666666666
541.01,2,0.425,3.0,66.20666666666665
601.01,2,0.425,3.0,69.01066666666665
661.01,2,0.27,2.0,76.71066666666665
721.01,2,0.27,2.0,81.97733333333332
781.01,2,0.54,4.0,84.30399999999997
841.01,2,0.425,3.0,85.30933333333331
901.01,2,0.27,2.0,60.233333333333334
961.01,2,0.425,3.0,65.07066666666667
1021.01,2,0.425,3.0,67.57866666666666
1081.01,2,0.665,5.0,68.53866666666667
1141.01,2,0.54,4.0,68.66666666666666
1201.01,2,0.605,5.0,71.69333333333333
1261.01,2,0.565,5.0,70.328
1321.01,2,0.605,5.0,67.96266666666666
1381.01,2,0.49,4.0,66.232
1441.01,2,0.835,7.0,64.232
1501.01,2,0.945,8.0,61.501333333333335
1561.01,2,0.665,5.0,58.144
1621.01,2,0.425,3.0,57.492000000000004
1681.01,2,0.135,1.0,60.292
1741.01,2,0.54,4.0,66.62
1801.01,2,0.54,4.0,67.244
1861.01,2,0.54,4.0,67.972
1921.01,2,0.54,4.0,68.69999999999999
1981.01,2,0.135,1.0,74.71866666666665
2041.01,2,0.54,4.0,78.68133333333331
2101.01,2,0.8,6.0,79.57066666666664
2161.01,2,0.875,7.0,77.75599999999997
2221.01,2,0.665,5.0,74.49466666666665
2281.01,2,0.54,4.0,75.58933333333331
2341.01,2,0.065,0.0,80.80799999999999
2401.01,2,0.135,1.0,87.67466666666664
2461.01,1,0.27,1.0,59.766666666666666
2521.01,1,0.27,1.0,65.03333333333333
2581.01,1,0.77,2.0,68.844
2641.01,1,1.0,5.0,66.84933333333333
2701.01,1,0.97,6.0,62.849333333333334
2761.01,1,0.93,5.0,59.188
2821.01,1,0.68,3.0,55.52133333333334
2881.01,1,0.57,4.0,54.921333333333344
2941.01,1,1.0,7.0,51.12133333333335
3001.01,1,0.95,5.0,47.32133333333335
3061.01,1,0.9,5.0,43.910666666666685
3121.01,1,0.6,4.0,40.38533333333336
3181.01,1,0.57,3.0,41.212000000000025
3241.01,1,0.57,3.0,41.29200000000002
3301.01,1,0.6,2.0,39.19866666666669
3361.01,1,0.27,1.0,42.598666666666695
3421.01,1,0.6,2.0,46.665333333333365
3481.01,1,0.8,3.0,45.87600000000003
3541.01,1,0.8,3.0,44.476000000000035
3601.01,1,1.0,4.0,41.48133333333337
3661.01,1,1.0,8.0,37.8146666666667
3721.01,1,1.0,10.0,34.014666666666706
3781.01,1,1.0,10.0,30.21466666666671
3841.01,1,1.0,8.0,26.41466666666671
3901.01,4,0.385,7.0,60.63333333333333
3961.01,4,0.24000000000000002,6.0,64.18933333333334
4021.01,4,0.2825,5.0,68.19933333333333
4081.01,4,0.27749999999999997,4.0,73.5
4141.01,4,0.2025,3.0,80.118
4201.01,4,0.2025,3.0,84.70133333333332
4261.01,4,0.1675,2.0,91.318
4321.01,2,0.425,3.0,60.937333333333335
4381.01,2,0.54,4.0,62.036
4441.01,2,0.54,4.0,63.925333333333334
4501.01,2,0.425,3.0,65.02
