Time,Servers,AverageCPU,Sessions,Pheromone
1.01,2,0.0,0.0,60.3
61.01,2,0.135,1.0,68.16666666666666
121.01,2,0.135,1.0,74.49999999999999
181.01,2,0.135,1.0,84.09999999999998
241.01,2,0.135,0.0,90.69999999999997
301.01,1,0.0,0.0,69.69999999999999
361.01,1,0.0,0.0,77.09999999999998
421.01,1,0.0,0.0,88.29999999999997
481.01,1,0.0,0.0,99.49999999999996
541.01,1,0.0,0.0,110.69999999999995
601.01,1,0.27,1.0,117.5666666666666
661.01,1,0.6,2.0,122.1666666666666
721.01,1,0.6,2.0,122.29999999999993
781.01,1,0.97,4.0,121.5106666666666
841.01,1,0.97,4.0,117.97733333333326
901.01,1,0.97,4.0,114.44399999999993
961.01,1,1.0,6.0,110.77733333333326
1021.01,1,1.0,6.0,106.97733333333326
1081.01,1,1.0,6.0,103.17733333333327
1141.01,1,1.0,8.0,99.37733333333327
1201.01,1,1.0,5.0,95.57733333333327
1261.01,1,0.5,4.0,91.77733333333327
1321.01,1,0.08,1.0,89.85999999999994
1381.01,1,0.08,1.0,95.63333333333327
1441.01,1,0.27,1.0,100.7826666666666
1501.01,1,0.6,2.0,105.11599999999993
1561.01,1,0.6,2.0,105.18266666666659
1621.01,1,0.27,1.0,106.51599999999992
1681.01,1,0.43,1.0,106.38266666666658
1741.01,1,0.94,4.0,105.53733333333325
1801.01,1,1.0,6.0,101.73733333333325
1861.01,1,1.0,7.0,97.93733333333326
1921.01,1,0.65,4.0,94.13733333333326
1981.01,1,0.58,3.0,91.34533333333326
2041.01,1,0.0,0.0,94.61999999999992
2101.01,1,0.6,2.0,95.88666666666659
2161.01,1,0.8,3.0,96.01999999999991
2221.01,1,0.97,4.0,93.16399999999992
2281.01,1,0.6,2.0,89.63066666666658
2341.01,1,0.77,2.0,88.77466666666659
2401.01,1,0.6,2.0,86.8466666666666
2461.01,1,0.6,2.0,89.57999999999991
2521.01,1,0.97,4.0,86.72399999999992
2581.01,1,0.8,3.0,83.19066666666659
2641.01,1,0.97,4.0,79.65733333333326
2701.01,1,0.6,2.0,75.99066666666658
2761.01,1,0.27,1.0,77.99066666666658
2821.01,1,0.73,3.0,77.67866666666659
2881.01,1,0.94,4.0,75.61199999999992
2941.01,1,0.94,4.0,72.2546666666666
3001.01,1,0.27,1.0,68.89733333333326
3061.01,1,0.0,0.0,74.16399999999993
3121.01,1,0.0,0.0,85.36399999999992
3181.01,1,0.4,2.0,85.76399999999992
3241.01,1,0.73,3.0,85.36399999999993
3301.01,1,1.0,5.0,81.78533333333327
3361.01,1,0.8,3.0,77.98533333333327
3421.01,1,0.97,4.0,75.65733333333327
3481.01,1,0.54,4.0,71.9906666666666
3541.01,1,0.65,5.0,69.3586666666666
3601.01,1,0.78,5.0,66.22533333333325
3661.01,1,0.27,1.0,63.28133333333325
3721.01,1,0.97,4.0,63.55333333333324
3781.01,1,0.8,4.0,60.69733333333324
3841.01,1,0.97,5.0,57.16399999999991
3901.01,1,0.6,2.0,53.36399999999991
3961.01,1,0.97,4.0,50.369333333333245
4021.01,1,0.97,5.0,47.51333333333324
4081.01,1,0.97,4.0,43.97999999999991
4141.01,1,0.8,3.0,40.44666666666658
4201.01,1,0.93,6.0,37.45199999999991
4261.01,1,1.0,6.0,33.651999999999916
4321.01,1,1.0,8.0,30.057333333333247
4381.01,1,1.0,12.0,26.257333333333246
4441.01,2,0.5,8.0,58.6
4501.01,2,0.565,8.0,58.5
4561.01,2,0.51,5.0,55.102666666666664
4621.01,2,0.55,5.0,53.50533333333333
4681.01,2,0.62,5.0,51.53866666666667
4741.01,2,0.535,4.0,50.872
4801.01,2,0.27,2.0,51.772000000000006
4861.01,2,0.49,4.0,53.59466666666667
4921.01,2,0.67,6.0,53.622666666666674
4981.01,2,0.79,7.0,52.35333333333334
5041.01,2,0.6499999999999999,6.0,50.565333333333335
5101.01,2,0.565,5.0,47.7
5161.01,2,0.605,5.0,46.69466666666667
5221.01,2,0.785,5.0,45.14666666666667
5281.01,2,0.665,5.0,45.04266666666667
5341.01,2,0.8,6.0,42.17066666666667
5401.01,2,0.875,7.0,39.76533333333333
5461.01,2,0.875,7.0,36.90666666666667
5521.01,2,0.98,9.0,34.22533333333334
5581.01,2,0.785,7.0,30.756000000000014
5641.01,2,0.605,5.0,28.35733333333335
5701.01,2,0.785,5.0,25.00000000000002
5761.01,2,0.665,5.0,22.001333333333356
5821.01,3,0.42333333333333334,4.0,59.119555555555564
5881.01,3,0.24,3.0,60.43244444444445
5941.01,3,0.27,3.0,63.25644444444445
6001.01,3,0.36999999999999994,4.0,68.52311111111112
6061.01,3,0.36999999999999994,4.0,71.5497777777778
6121.01,3,0.27,3.0,72.75333333333336
6181.01,3,0.36999999999999994,4.0,77.55600000000003
6241.01,3,0.36999999999999994,4.0,81.1808888888889
6301.01,3,0.40666666666666673,5.0,85.91600000000001
6361.01,3,0.6133333333333334,7.0,86.64933333333336
6421.01,3,0.44333333333333336,5.0,87.44488888888891
6481.01,3,0.6699999999999999,8.0,88.00844444444446
6541.01,3,0.69,9.0,85.73555555555559
6601.01,3,0.71,10.0,85.64844444444448
6661.01,3,0.69,9.0,84.28133333333336
6721.01,3,0.6433333333333334,8.0,82.6155555555556
6781.01,3,0.48666666666666664,5.0,82.12844444444447
6841.01,3,0.53,6.0,83.9737777777778
6901.01,3,0.6133333333333334,7.0,83.88933333333335
6961.01,3,0.6133333333333334,7.0,82.54711111111114
7021.01,3,0.77,9.0,81.66266666666668
7081.01,3,0.6133333333333334,7.0,79.31066666666669
7141.01,3,0.6699999999999999,8.0,78.88844444444446
7201.01,3,0.53,6.0,77.71155555555558
7261.01,3,0.8466666666666667,11.0,78.21200000000003
7321.01,3,0.7966666666666667,10.0,75.00933333333336
7381.01,3,0.7699999999999999,10.0,71.46266666666668
7441.01,3,0.7166666666666668,9.0,70.09733333333337
7501.01,3,0.44333333333333336,5.0,70.38622222222223
7561.01,3,0.6366666666666666,8.0,71.2528888888889
7621.01,3,0.6699999999999999,8.0,70.32133333333336
7681.01,3,0.8500000000000001,11.0,69.07511111111113
7741.01,3,0.8033333333333333,10.0,65.75155555555557
7801.01,3,0.6133333333333334,7.0,63.603111111111126
7861.01,3,0.40666666666666673,5.0,68.11511111111112
7921.01,3,0.44333333333333336,5.0,71.98177777777778
7981.01,3,0.6433333333333334,8.0,74.22622222222223
8041.01,3,0.6699999999999999,8.0,73.85022222222223
8101.01,3,0.7166666666666668,9.0,73.11066666666666
8161.01,3,0.7666666666666666,10.0,71.62177777777778
8221.01,3,0.6699999999999999,8.0,70.88933333333333
8281.01,3,0.6933333333333334,9.0,70.85288888888888
8341.01,3,0.6133333333333334,7.0,70.20133333333332
8401.01,3,0.8033333333333333,10.0,69.18977777777776
8461.01,3,0.85,10.0,66.58444444444444
8521.01,3,0.6699999999999999,8.0,64.63333333333333
8581.01,3,0.6433333333333334,8.0,62.47155555555555
8641.01,3,0.48666666666666664,6.0,63.115999999999985
8701.01,3,0.6433333333333333,8.0,63.338222222222214
8761.01,3,0.44333333333333336,5.0,62.51688888888888
8821.01,3,0.8033333333333333,10.0,62.64133333333333
8881.01,3,0.9633333333333334,14.0,59.44133333333332
8941.01,3,0.96,14.0,56.46622222222222
9001.01,3,0.9,14.0,53.103555555555545
9061.01,3,0.6266666666666666,10.0,49.66444444444443
9121.01,3,0.4633333333333334,8.0,49.627111111111105
9181.01,3,0.44,7.0,47.94799999999998
9241.01,3,0.53,6.0,47.72222222222221
9301.01,3,0.6933333333333334,9.0,49.657333333333305
9361.01,3,0.8533333333333334,11.0,47.12844444444442
9421.01,3,0.6699999999999999,8.0,44.112444444444414
9481.01,3,0.5533333333333333,7.0,44.13644444444441
9541.01,3,0.75,10.0,43.29111111111107
9601.01,3,0.7166666666666667,9.0,41.647555555555506
9661.01,3,0.8533333333333334,11.0,39.2715555555555
9721.01,3,0.77,9.0,36.03511111111106
9781.01,3,0.6933333333333334,9.0,33.557777777777716
9841.01,3,0.6699999999999999,8.0,32.01733333333326
9901.01,3,0.53,6.0,30.476888888888823
9961.01,3,0.6699999999999999,8.0,29.921333333333255
10021.01,3,0.77,9.0,29.92933333333325
10081.01,3,0.87,12.0,27.97822222222213
10141.01,3,0.9033333333333333,16.0,24.31511111111102
10201.01,3,0.8333333333333334,12.0,20.777333333333235
10261.01,4,0.41500000000000004,8.0,59.587999999999994
10321.01,4,0.4025,7.0,60.813999999999986
10381.01,4,0.36750000000000005,6.0,63.086666666666645
10441.01,4,0.23500000000000001,4.0,68.08666666666662
10501.01,4,0.3025,5.0,72.4866666666666
10561.01,4,0.36750000000000005,6.0,76.25333333333326
10621.01,4,0.4975,8.0,79.06999999999991
10681.01,4,0.43250000000000005,7.0,80.40333333333324
10741.01,4,0.4975,8.0,83.36999999999989
10801.01,4,0.2025,3.0,86.18666666666654
10861.01,4,0.27,4.0,92.8033333333332
10921.01,3,0.5333333333333333,6.0,62.833333333333314
10981.01,3,0.5533333333333333,7.0,62.011111111111084
11041.01,3,0.7666666666666666,11.0,61.259111111111075
11101.01,3,0.8533333333333334,11.0,58.792444444444406
11161.01,3,0.6699999999999999,8.0,56.90355555555552
11221.01,3,0.8533333333333334,12.0,54.5035555555555
11281.01,3,0.8733333333333334,12.0,51.33377777777772
11341.01,3,0.7666666666666666,10.0,47.90977777777772
11401.01,3,0.53,6.0,46.98711111111104
11461.01,3,0.40666666666666673,4.0,47.56488888888881
11521.01,3,0.40666666666666673,5.0,48.70533333333325
11581.01,3,0.6633333333333333,9.0,48.750666666666575
11641.01,3,0.6633333333333333,9.0,47.730222222222125
11701.01,3,0.7166666666666667,9.0,46.08044444444433
11761.01,3,0.87,13.0,43.63066666666654
11821.01,3,0.9466666666666667,18.0,39.999555555555425
11881.01,3,0.9766666666666667,18.0,36.199555555555435
11941.01,3,0.9966666666666667,16.0,32.452888888888765
12001.01,3,0.94,14.0,28.652888888888764
12061.01,3,0.66,12.0,25.61466666666654
12121.01,3,0.8866666666666667,13.0,23.459111111110975
12181.01,4,0.675,16.0,58.90599999999999
12241.01,4,0.8025,16.0,55.28066666666666
12301.01,4,0.6475,14.0,52.87533333333333
12361.01,4,0.6074999999999999,13.0,51.48066666666666
12421.01,4,0.6625,11.0,50.27799999999998
12481.01,4,0.5025,9.0,49.45199999999998
12541.01,4,0.675,11.0,48.186666666666625
12601.01,4,0.6975,12.0,46.49399999999995
12661.01,4,0.835,15.0,44.9946666666666
12721.01,4,0.8200000000000001,13.0,42.22533333333325
12781.01,4,0.715,11.0,41.11199999999991
12841.01,4,0.615,11.0,40.0479999999999
12901.01,4,0.615,10.0,38.94533333333324
12961.01,4,0.5975,10.0,38.363333333333216
13021.01,4,0.43250000000000005,7.0,38.96333333333321
13081.01,4,0.4675,8.0,41.31333333333318
13141.01,4,0.5,8.0,41.34666666666651
13201.01,4,0.5900000000000001,9.0,41.1306666666665
13261.01,4,0.53,8.0,41.87666666666648
13321.01,4,0.53,8.0,43.259999999999806
13381.01,4,0.53,8.0,43.843333333333135
13441.01,4,0.465,7.0,44.74133333333312
13501.01,4,0.53,8.0,45.474666666666444
13561.01,4,0.465,7.0,48.141333333333094
13621.01,4,0.465,7.0,51.00799999999975
13681.01,4,0.465,7.0,52.47466666666641
13741.01,4,0.5900000000000001,9.0,53.07266666666639
13801.01,4,0.5475,9.0,53.20599999999972
13861.01,4,0.5900000000000001,9.0,54.453999999999716
13921.01,4,0.63,10.0,54.785333333333035
13981.01,4,0.615,11.0,54.551999999999694
14041.01,4,0.6849999999999999,11.0,52.50399999999969
14101.01,4,0.7,12.0,52.13266666666635
14161.01,4,0.8025,13.0,50.540666666666354
14221.01,4,0.665,11.0,48.71199999999969
14281.01,4,0.65,10.0,48.14733333333301
14341.01,4,0.5725,11.0,47.54933333333301
14401.01,4,0.5925,10.0,46.69599999999966
14461.01,4,0.61,11.0,44.859999999999644
14521.01,4,0.53,8.0,43.14133333333297
14581.01,4,0.4325,7.0,43.69133333333296
14641.01,4,0.4325,7.0,45.34133333333294
14701.01,4,0.55,9.0,47.457999999999586
14761.01,4,0.615,10.0,48.00866666666624
14821.01,4,0.6475,11.0,49.74266666666624
14881.01,4,0.715,12.0,47.040666666666226
14941.01,4,0.815,14.0,45.42599999999955
15001.01,4,0.8525,15.0,42.47933333333287
15061.01,4,0.78,12.0,40.10133333333287
15121.01,4,0.8674999999999999,15.0,38.16266666666618
15181.01,4,0.715,12.0,35.78133333333284
15241.01,4,0.49750000000000005,8.0,34.433333333332826
15301.01,4,0.4975,7.0,34.52333333333282
15361.01,4,0.465,7.0,36.63999999999946
15421.01,4,0.6799999999999999,11.0,37.136666666666116
15481.01,4,0.6975,12.0,36.622666666666106
15541.01,4,0.7575,13.0,35.05799999999943
15601.01,4,0.8175,14.0,32.547999999999426
15661.01,4,0.7600000000000001,13.0,31.7909999999996
