Time,Servers,AverageCPU,Sessions,Pheromone
1.01,2,0.0,0.0,60.3
61.01,2,0.0,0.0,68.69999999999999
121.01,2,0.135,1.0,78.56666666666665
181.01,2,0.135,1.0,85.16666666666664
241.01,1,0.27,1.0,60.233333333333334
301.01,1,0.6,2.0,60.900000000000006
361.01,1,0.6,2.0,63.100000000000016
421.01,1,0.8,3.0,60.244000000000014
481.01,1,1.0,6.0,56.57733333333335
541.01,1,1.0,8.0,52.77733333333335
601.01,1,1.0,8.0,48.977333333333355
661.01,1,1.0,5.0,45.17733333333336
721.01,1,1.0,5.0,41.37733333333336
781.01,1,0.52,4.0,41.54800000000002
841.01,1,0.27,2.0,43.04666666666669
901.01,1,0.27,1.0,48.313333333333354
961.01,1,0.8,3.0,48.18000000000002
1021.01,1,0.6,2.0,45.85200000000002
1081.01,1,0.8,3.0,47.129333333333356
1141.01,1,0.8,3.0,44.940000000000026
1201.01,1,0.97,4.0,43.006666666666696
1261.01,1,0.97,4.0,39.34000000000003
1321.01,1,0.97,4.0,35.8066666666667
1381.01,1,0.97,7.0,32.27333333333337
1441.01,1,1.0,5.0,28.47333333333337
1501.01,1,1.0,4.0,24.673333333333368
1561.01,2,0.41,4.0,59.96133333333333
1621.01,2,0.135,1.0,60.727999999999994
1681.01,2,0.27,2.0,65.728
1741.01,2,0.425,3.0,68.50266666666667
1801.01,2,0.49,4.0,72.37733333333333
1861.01,2,0.335,3.0,72.99600000000001
1921.01,2,0.49,4.0,73.452
1981.01,2,0.425,3.0,73.49066666666667
2041.01,2,0.54,4.0,74.28533333333334
2101.01,2,0.425,3.0,77.64
2161.01,2,0.425,3.0,78.6
2221.01,2,0.425,3.0,80.17066666666668
2281.01,2,0.425,3.0,84.37866666666667
2341.01,2,0.27,2.0,85.63466666666667
2401.01,2,0.27,2.0,91.168
2461.01,1,0.0,0.0,68.16666666666666
2521.01,1,0.0,0.0,79.36666666666665
2581.01,1,0.0,0.0,86.76666666666664
2641.01,1,0.27,1.0,95.8333333333333
2701.01,1,0.27,1.0,101.09999999999997
2761.01,1,0.8,3.0,102.4333333333333
2821.01,1,0.6,2.0,99.43866666666663
2881.01,1,0.8,3.0,98.24933333333331
2941.01,1,0.6,2.0,95.39333333333332
3001.01,1,0.6,2.0,94.65999999999998
3061.01,1,0.94,4.0,93.14799999999998
3121.01,1,1.0,5.0,89.34799999999998
3181.01,1,1.0,5.0,85.54799999999999
3241.01,1,0.27,1.0,82.10266666666665
3301.01,1,0.27,1.0,84.10266666666665
3361.01,1,0.6,2.0,84.76933333333331
3421.01,1,0.6,2.0,84.90266666666663
3481.01,1,0.8,3.0,85.03599999999996
3541.01,1,0.6,2.0,82.17999999999996
3601.01,1,0.93,6.0,81.2013333333333
3661.01,1,1.0,6.0,77.4013333333333
3721.01,1,1.0,6.0,73.6013333333333
3781.01,1,1.0,5.0,69.8013333333333
3841.01,1,1.0,6.0,66.0013333333333
3901.01,1,1.0,5.0,62.20133333333331
3961.01,1,1.0,6.0,58.40133333333331
4021.01,1,1.0,6.0,54.601333333333315
4081.01,1,1.0,5.0,50.80133333333332
4141.01,1,1.0,4.0,47.00133333333332
4201.01,1,0.77,4.0,44.91866666666665
4261.01,1,0.83,4.0,44.518666666666654
4321.01,1,0.97,5.0,40.71866666666666
4381.01,1,1.0,7.0,36.91866666666666
4441.01,1,1.0,7.0,33.11866666666666
4501.01,1,1.0,5.0,29.523999999999997
4561.01,1,0.87,4.0,28.393333333333334
4621.01,1,1.0,7.0,24.393333333333334
4681.01,2,0.635,6.0,54.800000000000004
4741.01,2,0.875,8.0,54.00000000000001
4801.01,2,0.62,6.0,50.54133333333334
4861.01,2,0.7,7.0,50.109333333333346
4921.01,2,0.97,9.0,46.756000000000014
4981.01,2,0.85,9.0,43.95200000000001
5041.01,2,0.87,9.0,40.864000000000004
5101.01,2,0.345,4.0,37.98933333333334
5161.01,2,0.17500000000000002,2.0,42.31733333333334
5221.01,2,0.135,1.0,50.388000000000005
5281.01,2,0.54,4.0,55.404
5341.01,2,0.665,5.0,54.60266666666667
5401.01,2,0.665,5.0,54.730666666666664
5461.01,2,0.665,5.0,54.27199999999999
5521.01,2,0.27,2.0,54.50133333333333
5581.01,2,0.54,4.0,58.89066666666666
5641.01,2,0.7,6.0,57.45866666666666
5701.01,2,0.815,8.0,54.99466666666666
5761.01,2,0.945,8.0,51.41333333333333
5821.01,2,0.665,5.0,48.89066666666666
5881.01,2,0.54,4.0,49.32133333333333
5941.01,2,0.425,3.0,52.906666666666666
6001.01,2,0.27,2.0,55.843999999999994
6061.01,2,0.27,2.0,61.11066666666666
6121.01,2,0.345,3.0,64.26666666666667
6181.01,2,0.875,6.0,66.144
6241.01,2,0.8,6.0,64.45733333333334
6301.01,2,0.665,5.0,61.92666666666666
6361.01,2,0.665,5.0,60.55866666666667
6421.01,2,0.425,3.0,62.79600000000001
6481.01,2,0.665,5.0,64.00666666666666
6541.01,2,0.8,6.0,63.08533333333334
6601.01,2,0.97,8.0,59.49066666666667
6661.01,2,0.97,8.0,56.64266666666668
6721.01,2,0.95,9.0,52.90933333333335
6781.01,2,0.97,8.0,49.34133333333335
6841.01,2,1.0,10.0,45.69600000000001
6901.01,2,0.98,8.0,41.896000000000015
6961.01,2,0.8,6.0,38.29866666666669
7021.01,2,0.8,6.0,35.437333333333356
7081.01,2,0.945,8.0,32.482666666666695
7141.01,2,0.945,8.0,28.902666666666697
7201.01,2,0.945,8.0,25.8586666666667
7261.01,2,0.96,9.0,22.4586666666667
7321.01,3,0.62,9.0,57.47155555555556
7381.01,3,0.7733333333333334,11.0,55.538222222222224
7441.01,3,0.6433333333333333,8.0,51.90177777777779
7501.01,3,0.7666666666666666,11.0,49.99866666666667
7561.01,3,0.8533333333333334,11.0,47.72222222222223
7621.01,3,0.8266666666666667,11.0,46.21555555555556
7681.01,3,0.8033333333333333,10.0,43.9168888888889
7741.01,3,0.8033333333333333,10.0,41.5728888888889
7801.01,3,0.85,11.0,39.3008888888889
7861.01,3,0.87,12.0,36.25644444444446
7921.01,3,0.87,12.0,32.80666666666668
7981.01,3,0.7999999999999999,11.0,30.209333333333348
8041.01,3,0.5533333333333333,7.0,27.409333333333347
8101.01,3,0.44333333333333336,5.0,26.611111111111125
8161.01,3,0.40666666666666673,4.0,28.055555555555568
8221.01,3,0.36999999999999994,4.0,29.257333333333346
8281.01,3,0.44333333333333336,5.0,31.169333333333345
8341.01,3,0.48666666666666664,6.0,32.65822222222224
8401.01,3,0.7666666666666666,10.0,32.740888888888904
8461.01,3,0.9166666666666666,15.0,29.74000000000002
8521.01,3,0.8766666666666666,16.0,26.163111111111125
8581.01,3,0.7200000000000001,13.0,22.45644444444446
8641.01,3,0.5233333333333333,9.0,19.463555555555573
8701.01,4,0.4575,9.0,57.602000000000004
8761.01,4,0.4325,7.0,60.38733333333334
8821.01,4,0.4975,8.0,61.188
8881.01,4,0.3025,5.0,64.68800000000002
8941.01,4,0.335,5.0,68.58800000000002
9001.01,4,0.36750000000000005,5.0,71.08800000000001
9061.01,4,0.63,10.0,72.35533333333335
9121.01,4,0.7575,13.0,71.05666666666669
9181.01,4,0.715,12.0,69.31333333333335
9241.01,4,0.5975,10.0,67.69666666666669
9301.01,4,0.615,10.0,67.69800000000002
9361.01,4,0.5,8.0,66.94933333333337
9421.01,4,0.6799999999999999,12.0,67.19933333333336
9481.01,4,0.5675,9.0,67.25666666666669
9541.01,4,0.335,5.0,66.34733333333337
9601.01,4,0.23500000000000001,4.0,70.53066666666669
9661.01,4,0.1675,3.0,78.09733333333335
9721.01,4,0.1675,3.0,83.23066666666669
9781.01,4,0.27,4.0,86.73200000000003
9841.01,4,0.335,5.0,91.86533333333335
9901.01,3,0.40666666666666673,5.0,63.41288888888889
9961.01,3,0.53,6.0,64.80577777777778
10021.01,3,0.6133333333333334,7.0,65.90355555555556
10081.01,3,0.77,9.0,63.35777777777778
10141.01,3,0.6466666666666667,7.0,62.197777777777766
10201.01,3,0.44333333333333336,5.0,60.44222222222222
10261.01,3,0.40666666666666673,5.0,65.15333333333332
10321.01,3,0.6133333333333333,7.0,67.70444444444443
10381.01,3,0.6933333333333334,9.0,66.97288888888887
10441.01,3,0.9033333333333333,13.0,64.508
10501.01,3,0.9466666666666667,13.0,60.98177777777777
10561.01,3,0.8733333333333334,11.0,58.09555555555554
10621.01,3,0.6699999999999999,8.0,55.33466666666666
