Time,Server
1479083374623,0
1479083464838,0
1479083500069,1
1479083547896,0
1479083586127,1
1479083629957,0
1479083670184,1
1479083711015,0
1479083751251,1
1479083790074,0
1479083833308,1
1479083874137,0
1479083914363,1
1479083954189,0
1479083995425,1
1479084036253,0
1479084076481,1
1479084159550,1
1479084214297,0
1479084248464,2
1479084263537,1
1479084275354,0
1479084327585,1
1479084340411,0
1479084390651,1
1479084394470,0
1479084447519,0
1479084450707,1
1479084497566,0
1479084502757,1
1479084549617,0
1479084554809,1
1479084599677,0
1479084605857,1
1479084651723,0
1479084656917,1
1479084701785,0
1479084707969,1
1479084752838,0
1479084758021,1
1479084810079,1
1479084850700,0
1479084885750,0
1479084897930,1
1479084915946,2
1479084917790,0
1479084949831,0
1479084951993,2
1479084981899,0
1479084985036,2
1479085017073,2
1479085049130,2
1479085081186,2
