Time,Server
1478998802491,0
1478998818513,0
1478998834533,0
1478998850551,0
1478998866571,0
1478998882591,0
1478998898612,0
1478998914631,0
1478998974663,0
1478998990681,0
1478999006701,0
1478999022723,0
1478999038741,0
1478999054761,0
1478999070781,0
1478999086801,0
1478999102821,0
1478999118841,0
1478999134861,0
1478999194892,0
1478999210911,0
1478999226931,0
1478999242952,0
1478999258970,0
1478999274991,0
1478999291011,0
1478999307031,0
1478999323051,0
1478999339071,0
1478999355091,0
1478999415120,0
1478999431131,0
1478999447155,0
1478999463161,0
1478999479181,0
1478999495192,0
1478999511211,0
1478999527231,0
1478999543251,0
1478999559271,0
1478999575291,0
1478999635318,0
1478999651332,0
1478999667352,0
1478999683371,0
1478999699391,0
1478999715411,0
1478999731431,0
1478999747451,0
1478999763471,0
1478999779491,0
1478999795511,0
1478999855535,0
1478999871552,0
1478999887572,0
1478999903591,0
1478999919611,0
1478999935631,0
1478999951651,0
1478999967671,0
1478999983691,0
1478999999711,0
1479000015731,0
1479000075774,0
1479000092792,0
1479000109814,0
1479000125831,0
1479000141851,0
1479000157870,0
1479000173890,0
1479083421450,0
1479083459666,1
1479083508512,0
1479083546734,1
1479083597577,0
1479083632802,1
1479083680641,0
1479083720866,1
1479083763700,0
1479083803925,1
1479083842753,0
1479083884987,1
1479083925811,0
1479083968044,1
1479084007869,0
1479084047104,1
1479084090941,0
1479084130164,1
1479084214309,0
1479084248465,2
1479084263545,1
1479084275362,0
1479084327597,1
1479084340430,0
1479084390668,1
1479084394479,0
1479084447528,0
1479084450720,1
1479084497575,0
1479084502766,1
1479084549625,0
1479084554817,1
1479084599680,0
1479084605867,1
1479084651735,0
1479084656919,1
1479084701794,0
1479084707973,1
1479084752854,0
1479084758031,1
1479084810093,1
1479084814659,0
1479084916950,1
1479084932966,2
1479084950994,1
1479084967018,2
1479084984059,1
1479085000077,2
1479085016112,1
1479085032138,2
1479085048162,1
1479085064187,2
1479085078388,0
1479085080217,1
1479085094400,0
1479085096236,2
1479085154440,0
1479085170451,0
1479085186470,0
