Time,Server
1479084338749,2
1479084354593,0
1479084370787,1
1479084405821,3
1479084406654,0
1479084454711,0
1479084464885,3
1479084503769,0
1479084514945,3
1479084552828,0
1479084562004,3
1479084600877,0
1479084612053,3
1479084654927,0
1479084660113,3
1479084701967,0
1479084709167,3
1479084753015,0
1479084761212,3
1479084810255,3
1479084850711,0
1479084885763,0
1479084897935,1
1479084915956,2
1479084917809,0
1479084949849,0
1479084952003,2
1479084981901,0
1479084985054,2
1479085017093,2
1479085049134,2
1479085081199,2
