Time,Pheromone
1479083421450, 40.891
1479083508512, 38.959999999999994
1479083597577, 36.03399999999999
1479083680641, 33.184999999999995
1479083763700, 31.365999999999993
1479083842753, 28.277999999999995
1479083925811, 26.456999999999997
1479084007869, 23.581999999999994
1479084090941, 20.766999999999992
1479084214309, 38.117999999999995
1479084275362, 37.94399999999999
1479084340430, 39.38899999999998
1479084394479, 45.860999999999976
1479084447528, 51.90899999999998
1479084497575, 58.93699999999997
1479084549625, 64.94399999999997
1479084599680, 72.07599999999998
1479084651735, 78.37899999999996
1479084701794, 85.60499999999996
1479084752854, 50.253
1479084814659, 41.311
1479085078388, 64.742
1479085094400, 64.742
1479085154440, 41.877
1479085170451, 44.754000000000005
1479085186470, 47.641000000000005
1478998802491, 50.528000000000006
1478998818513, 53.39900000000001
1478998834533, 56.27000000000001
1478998850551, 59.15100000000001
1478998866571, 62.01100000000001
1478998882591, 63.87100000000001
1478998898612, 66.76
1478998914631, 66.76
1478998974663, 41.891
1478998990681, 44.775
1478999006701, 47.659
1478999022723, 50.519999999999996
1478999038741, 53.38099999999999
1478999054761, 56.27799999999999
1478999070781, 59.17499999999999
1478999086801, 62.06899999999999
1478999102821, 64.963
1478999118841, 67.851
1478999134861, 67.851
1478999194892, 41.889
1478999210911, 44.769000000000005
1478999226931, 47.65500000000001
1478999242952, 49.54100000000001
1478999258970, 52.424000000000014
1478999274991, 55.307000000000016
1478999291011, 58.19100000000002
1478999307031, 61.07500000000002
1478999323051, 63.98200000000001
1478999339071, 66.88900000000001
1478999355091, 66.88900000000001
1478999415120, 41.872
1478999431131, 44.744
1478999447155, 47.602
1478999463161, 50.459999999999994
1478999479181, 53.379999999999995
1478999495192, 56.3
1478999511211, 59.208
1478999527231, 62.132
1478999543251, 65.056
1478999559271, 66.92099999999999
1478999575291, 66.92099999999999
1478999635318, 41.905
1478999651332, 44.771
1478999667352, 47.637
1478999683371, 50.502
1478999699391, 53.367000000000004
1478999715411, 56.263000000000005
1478999731431, 59.159000000000006
1478999747451, 62.063
1478999763471, 64.967
1478999779491, 67.867
1478999795511, 67.867
1478999855535, 41.9
1478999871552, 44.772999999999996
1478999887572, 47.675999999999995
1478999903591, 50.57899999999999
1478999919611, 52.47999999999999
1478999935631, 55.380999999999986
1478999951651, 58.26099999999999
1478999967671, 61.14099999999999
1478999983691, 64.035
1478999999711, 66.929
1479000015731, 66.929
1479000075774, 41.72
1479000092792, 44.44
1479000109814, 47.305
1479000125831, 50.17
1479000141851, 53.056000000000004
1479000157870, 55.96000000000001
1479000173890, 58.864000000000004
