Time,Server
1479059572320,1
1479059599369,0
1479059634401,1
1479059665483,0
1479059697513,1
1479059727593,0
1479059759620,1
1479059791668,0
1479059826701,1
1479059858830,0
1479059888858,1
1479059915894,0
1479059944925,1
1479059971953,0
1479059999989,1
1479060026018,0
1479060054048,1
1479060080086,0
1479060109110,1
1479060136138,0
1479060164168,1
1479060190188,0
1479060218218,1
1479060244276,0
1479060273299,1
1479060299319,0
1479060327348,1
1479060353368,0
1479060381390,1
1479060407418,0
1479060436447,1
1479060463468,0
1479060491496,1
1479060517520,0
1479060545548,1
1479060572621,0
1479060600648,1
1479060628668,0
1479060657697,1
1479060684717,0
1479060713737,1
1479060739803,0
1479060767827,1
1479060793857,0
1479060822887,1
1479060849944,0
1479060877967,1
1479060905001,0
1479060932029,1
1479060958049,0
1479060986077,1
1479061014169,0
1479061042197,1
1479061069217,0
1479061102247,1
1479061132266,0
1479061164297,1
1479061195316,0
1479061227346,1
1479061258365,0
1479061290389,1
1479061320420,0
1479061352448,1
1479061384476,0
1479061416496,1
1479061447517,0
1479061480539,1
1479061512616,0
1479061545637,1
1479061577672,0
1479061609698,1
1479061639726,0
1479061672747,1
1479061702768,0
1479061734797,1
1479061765819,0
1479061796848,1
1479061827917,0
1479061857937,1
1479061885985,0
1479061914009,1
1479061942038,0
1479061971071,1
1479061999099,0
1479062027128,1
1479062054230,0
1479062082258,1
1479062108327,0
1479062135348,1
1479062161375,0
1479062178398,1
1479062204427,0
1479062220448,1
