Time,Pheromone
1479048959869, 44.126
1479048974887, 43.126
1479048989906, 45.251999999999995
1479049004926, 47.489
1479049019946, 49.726
1479049034966, 48.726
1479049049987, 50.971
1479049065006, 53.239
1479049080026, 55.507
1479049095046, 57.783
1479049110066, 56.783
1479049125086, 59.019
1479049140106, 61.254999999999995
1479049155126, 63.452
1479049170146, 62.452
1479049185166, 41.0
1479049200187, 40.0
1479049215206, 39.0
1479049230226, 38.0
1479049245247, 40.268
1479049260266, 42.536
1479049275286, 44.795
1479049290306, 47.054
1479049305326, 46.054
1479049320346, 48.326
1479049335366, 50.522
1479049350386, 52.717999999999996
1479049365406, 54.952
1479049380426, 53.952
1479049395446, 56.207
1479049410467, 58.462
1479049425486, 61.229000000000006
1479049440506, 63.99600000000001
1479049455526, 66.816
1479049470547, 41.0
1479049485566, 40.0
1479049500586, 39.0
1479049515606, 38.0
1479049530626, 40.188
1479049545647, 39.188
1479049560666, 41.435
1479049575687, 43.674
1479049590706, 45.913
1479049605726, 48.163
1479049620746, 47.163
1479049635767, 49.425
1479049650786, 51.687
1479049665807, 53.943999999999996
1479049680826, 52.943999999999996
1479049695846, 55.15
1479049710866, 57.356
1479049725886, 59.59
1479049740906, 61.824000000000005
1479049755926, 60.824000000000005
1479049770936, 63.04400000000001
1479049785956, 41.0
1479049800976, 40.0
1479049815996, 39.0
1479049831016, 38.0
1479049846037, 40.253
1479049861056, 42.506
1479049876076, 44.745
1479049891096, 43.745
1479049906116, 45.918
1479049921136, 48.091
1479049936156, 50.326
1479049951177, 53.127
1479049966196, 52.127
1479049981216, 54.928000000000004
1479049996236, 57.74100000000001
1479050011256, 60.55400000000001
1479050026276, 63.35300000000001
1479050041296, 66.15200000000002
1479050056317, 41.0
1479050071336, 40.0
1479050086356, 39.0
1479050101377, 38.0
1479050116396, 40.271
1479050131416, 42.542
1479050146436, 44.824
1479050161456, 43.824
1479050176476, 46.105
1479050191497, 48.385999999999996
1479050206516, 50.666999999999994
1479050221536, 52.849999999999994
1479050236557, 51.849999999999994
1479050251576, 54.032999999999994
1479050266596, 56.279999999999994
1479050281616, 58.526999999999994
1479050296636, 57.526999999999994
1479050311656, 59.75399999999999
1479050326676, 62.01299999999999
1479050341696, 64.27199999999999
1479050356716, 41.0
1479050371736, 40.0
1479050386756, 39.0
1479050401776, 38.0
1479050416796, 40.282
1479050431817, 39.282
1479050446836, 41.464999999999996
1479050461856, 43.647999999999996
1479050476876, 45.87799999999999
1479050491896, 48.10799999999999
1479050506917, 47.10799999999999
1479050521936, 49.93399999999999
1479050536956, 52.706999999999994
1479050551977, 55.48
1479050566996, 58.212999999999994
1479050582016, 60.94599999999999
1479050597036, 63.213999999999984
1479050612056, 65.48199999999999
1479050627076, 64.48199999999999
1479050642096, 41.0
1479050657116, 40.0
1479050672136, 39.0
1479050687156, 38.0
1479050702177, 40.263
1479050717196, 42.545
1479050732216, 44.827
1479050747236, 47.102
1479050762256, 46.102
1479050777276, 48.342
1479050792286, 50.582
