Time,Server
1479048959715,0
1479048979728,0
1479048999749,0
1479049018767,0
1479049037787,0
1479049056809,0
1479049075829,0
1479049094848,0
1479049113868,0
1479049132888,0
1479049151908,0
1479049170930,0
1479049231054,0
1479049250068,0
1479049269087,0
1479049288106,0
1479049307128,0
1479049326147,0
1479049345169,0
1479049364189,0
1479049383206,0
1479049402227,0
1479049421249,0
1479049437268,0
1479049453287,0
1479049469309,0
1479049529359,0
1479049548377,0
1479049567397,0
1479049586418,0
1479049605438,0
1479049624458,0
1479049643477,0
1479049662497,0
1479049681517,0
1479049700537,0
1479049719558,0
1479049738578,0
1479049757596,0
1479049776618,0
1479049836662,0
1479049855676,0
1479049874697,0
1479049893717,0
1479049912738,0
1479049931757,0
1479049950777,0
1479049966796,0
1479049982817,0
1479049998837,0
1479050014857,0
1479050030877,0
1479050046897,0
1479050106940,0
1479050125957,0
1479050144978,0
1479050163997,0
1479050183017,0
1479050202037,0
1479050221058,0
1479050240076,0
1479050259097,0
1479050278120,0
1479050297137,0
1479050316159,0
1479050335177,0
1479050354196,0
1479050414240,0
1479050433257,0
1479050452277,0
1479050471297,0
1479050490316,0
1479050509336,0
1479050525357,0
1479050541377,0
1479050557398,0
1479050574417,0
1479050591438,0
1479050610457,0
1479050629476,0
1479050689514,0
1479050708528,0
1479050727547,0
1479050746567,0
1479050765590,0
1479050784608,0
