Time,Server
1478917519881,0
1478917537133,2
1478917565158,1
1478917597931,0
1478917638210,1
1478917648995,0
1478917696037,0
1478917705271,1
1478917745085,0
1478917754320,1
1478917793134,0
1478917801370,1
1478917842186,0
1478917851421,1
1478917890234,0
1478917899468,1
1478917940276,0
1478917948514,1
1478917990333,0
1478917997562,1
1478918040383,0
1478918046616,1
1478918089432,0
1478918097665,1
1478918138471,0
1478918147718,1
1478918189511,0
1478918196763,1
1478918238559,0
1478918245803,1
1478918287609,0
1478918296844,1
1478918336650,0
1478918345893,1
1478918385703,0
1478918393944,1
1478918435747,0
1478918443985,1
1478918485801,0
1478918493036,1
1478918543086,1
