Time,Server
1478916751549,0
1478916867660,0
1478916892934,1
1478916981716,0
1478917010988,1
1478917086776,0
1478917119050,1
1478917185835,0
1478917226109,1
1478917300893,0
1478917325168,1
1478917448555,0
1478917472811,1
1478917512610,0
1478917516838,2
1478917569882,2
1478917585678,0
1478917630943,2
1478917651736,0
1478917699789,0
1478917703019,2
1478917757073,2
1478917757841,0
1478917805124,2
1478917807896,0
1478917860954,0
1478917864177,2
1478917912010,0
1478917915233,2
1478917963060,0
1478917967291,2
1478918014109,0
1478918018342,2
1478918066160,0
1478918070393,2
1478918121443,2
1478918125208,0
1478918172497,2
1478918177256,0
1478918230306,0
1478918232545,2
1478918282365,0
1478918284598,2
1478918333418,0
1478918337652,2
1478918386464,0
1478918388705,2
1478918440755,2
1478918443504,0
1478918493795,2
1478918498543,0
1478918550837,2
1478918575709,0
1478918620756,0
1478918680046,1
1478918688808,0
1478918740096,1
1478918748857,0
1478918802147,1
1478918807917,0
1478918862205,1
1478918867973,0
1478918922261,1
1478918932015,0
1478918983312,1
1478918998065,0
1478919047360,1
1478919063102,0
1478919114400,1
1478919151142,0
1478919195440,1
1478919222182,0
1478919272481,1
1478919293221,0
1478919342523,1
1478919365262,0
1478919414562,1
1478919437301,0
1478919486602,1
1478919511339,0
1478919558643,1
1478919582380,0
1478919631683,1
1478919661429,0
1478919701724,1
1478919728477,0
1478919781775,1
1478919786529,0
1478919839825,1
1478919842576,0
1478919896875,1
1478919900628,0
1478919953930,1
1478919956677,0
1478920010976,1
1478920011726,0
1478920067026,1
1478920068777,0
1478920122078,1
1478920125825,0
1478920180131,1
1478920183877,0
1478920236180,1
1478920238925,0
1478920294230,1
1478920349280,1
