Time,Server
1478916812313,0
1478916838577,1
1478916932365,0
1478916955638,1
1478917044430,0
1478917072697,1
1478917157480,0
1478917185760,1
1478917263530,0
1478917292809,1
1478917389503,0
1478917403860,1
1478917510889,2
1478917525923,1
1478917564944,2
1478917592969,1
1478917635993,2
1478917674023,1
1478917710040,2
1478917742068,1
1478917767089,2
1478917793113,1
1478917819129,2
1478917849144,1
1478917874168,2
1478917901184,1
1478917927217,2
1478917956238,1
1478917982257,2
1478918010272,1
1478918035290,2
1478918063312,1
1478918090328,2
1478918117343,1
1478918142357,2
1478918171377,1
1478918197387,2
1478918233402,1
1478918260418,2
1478918289444,1
1478918314458,2
1478918347473,1
1478918372488,2
1478918400502,1
1478918426518,2
1478918453533,1
1478918478550,2
1478918511572,1
1478918537586,2
1478918568602,1
1478918575711,0
1478918594617,2
1478918620766,0
1478918680056,1
1478918688815,0
1478918740109,1
1478918748864,0
1478918802157,1
1478918807920,0
1478918862208,1
1478918867974,0
1478918922264,1
1478918932026,0
1478918983315,1
1478918998074,0
1478919047369,1
1478919063113,0
1478919114410,1
1478919151152,0
1478919195451,1
1478919222192,0
1478919272492,1
1478919293232,0
1478919342532,1
1478919365270,0
1478919414572,1
1478919437309,0
1478919486613,1
1478919511349,0
1478919558653,1
1478919582390,0
1478919631692,1
1478919661438,0
1478919701735,1
1478919728487,0
1478919781786,1
1478919786538,0
1478919839835,1
1478919842587,0
1478919896885,1
1478919900637,0
1478919953935,1
1478919956685,0
1478920010986,1
1478920011739,0
1478920067036,1
1478920068785,0
1478920122087,1
1478920125826,0
1478920180134,1
1478920183880,0
1478920236181,1
1478920238927,0
1478920294231,1
1478920349282,1
