Time,Server
1479067623301,1
1479067648341,0
1479067732366,1
1479067758474,0
1479067852454,1
1479067877562,0
1479067997623,2
1479068031547,1
1479068057661,0
1479068147616,1
1479068172732,0
1479068287777,0
1479068336935,4
1479068362015,0
1479068407041,3
1479068410000,4
1479068437113,0
1479068500091,4
1479068522194,0
1479068528110,1
1479068553207,2
1479068616175,4
1479068658292,3
1479068676233,4
1479068730353,0
1479068741314,1
1479068797421,2
1479068805375,4
1479068853475,0
1479068872506,2
1479068889513,1
1479068907551,3
1479068923574,0
1479068927566,4
1479068939606,2
1479068956639,0
1479068993696,3
