Time,CPU,ClientsInRoom,Rooms,Users,LocalUsers,Latency,BwUp,BwDown,InStreamBw,OutStreamBw,Streams,OutStreams
1479067348938,18.367346938775512,2,1,7,2,0.0,0.0,0.0,0.0,0.0,0,0
1479067378103,12.756423378736583,6,1,17,6,5.166666666666667,0.0,0.0,0.0,0.0,0,0
1479067408113,11.168107748586632,9,1,27,9,96.11111111111111,0.0,0.0,0.0,0.0,0,0
1479067438145,11.754019643659483,12,1,37,12,9.416666666666666,0.0,0.0,0.0,0.0,0,0
1479067468162,7.5949157042347,15,1,45,15,9.4,0.0,0.0,0.0,0.0,0,0
1479067498182,7.322968988222328,15,1,45,15,11.133333333333333,0.0,0.0,0.0,0.0,0,0
1479067528225,7.315679162131225,15,1,45,15,11.0,0.0,0.0,0.0,0.0,0,0
1479067558217,5.1496066718727285,15,1,45,15,10.933333333333334,0.0,0.0,0.0,0.0,0,0
1479067588288,5.479710876123598,15,1,45,15,11.933333333333334,0.0,0.0,0.0,0.0,0,0
1479067618400,12.247871388487102,15,1,45,15,10.666666666666666,0.0,0.0,0.0,0.0,1,14
1479067648284,22.650463241424255,15,1,45,15,800.0,0.0,0.0,186.09249749498997,2020.6507260997935,6,74
1479067678383,10.516094284038784,15,1,45,15,749.9333333333333,0.0,0.0,187.10931556524827,2735.9615116397013,6,88
1479067708326,11.744867612949166,15,1,45,15,29.133333333333333,0.0,0.0,208.77297748018862,3055.822838373717,6,88
1479067738334,10.797607879924954,15,1,45,15,231.46666666666667,0.0,0.0,197.61142353796768,2883.125188083057,6,88
1479067768364,12.720059567230308,15,1,45,15,11.466666666666667,0.0,0.0,200.0735174374906,2913.420992367878,6,88
1479067798379,11.722700249052814,15,1,45,15,22.733333333333334,0.0,0.0,196.78439191559744,2877.017341619889,6,88
1479067828421,12.188448849530943,15,1,45,15,14.066666666666666,0.0,0.0,214.08263895881583,3127.4211562476085,6,88
1479067858408,12.039923075306334,15,1,45,15,98.0,0.0,0.0,195.32744236963964,2884.7266961948867,6,88
1479067888472,9.778654939945262,15,1,45,15,10.666666666666666,0.0,0.0,204.3089630975819,2994.6241314532967,6,88
1479067918463,15.946720629447436,15,1,45,15,14.866666666666667,0.0,0.0,204.36479088702336,2987.8869506675437,6,88
1479067948473,13.559195862132494,15,1,45,15,18.933333333333334,0.0,0.0,213.1039416641314,3132.1085602520216,6,88
1479067978505,10.06047075999466,15,1,45,15,30.533333333333335,0.0,0.0,202.23537702158052,2953.5453192497607,6,88
1479068008514,12.017293031269888,15,1,45,15,14.6,0.0,0.0,206.82697821100916,3024.234255809504,6,88
1479068038523,10.426500369317484,15,1,45,15,49.733333333333334,0.0,0.0,200.5446844300041,2945.836109830655,6,88
1479068068543,12.930541578995516,15,1,45,15,92.06666666666666,0.0,0.0,221.38444302176697,3237.742867925664,6,88
1479068098556,8.068823423078156,15,1,45,15,10.866666666666667,0.0,0.0,197.44722257816505,2896.8762013070236,6,88
1479068128583,9.872660850677464,15,1,45,15,13.0,0.0,0.0,195.02792812435874,2853.2890256891824,6,88
1479068158598,12.003567657284336,15,1,45,15,257.93333333333334,0.0,0.0,202.39107170403125,2964.335887998937,6,88
1479068188618,7.777812617584348,15,1,45,15,12.666666666666666,0.0,0.0,204.60915699920844,2970.675334376778,6,88
1479068218771,7.9689125635216085,15,1,45,15,13.466666666666667,0.0,0.0,212.58559761522943,3122.8390441518795,6,88
1479068248911,9.552560388854287,15,1,45,15,10.466666666666667,0.0,0.0,206.11875886431685,3016.979681015917,6,88
1479068278691,8.14470190345753,15,1,45,15,10.533333333333333,0.0,0.0,194.62109253700447,2839.354508461858,6,88
1479068308713,62.940801539224076,15,1,45,15,14.0,0.0,0.0,202.69264121284556,2981.4714976096434,6,88
1479068338734,47.57220702015271,7,1,23,7,11.857142857142858,0.0,0.0,163.61340791180285,2396.9390402075223,4,59
1479068368740,11.00357076268553,7,1,23,7,13.714285714285714,0.0,0.0,211.57276477608843,3117.366083007518,4,59
1479068398769,15.402285587295076,7,1,23,7,17.0,0.0,0.0,210.6970840926842,3101.343717801249,4,59
1479068428780,33.8843411075716,7,1,39,7,87.85714285714286,0.0,0.0,203.74675887319538,3002.595751680825,5,59
