Time,Server
1479067567184,1
1479067712405,2
1479067747384,1
1479067772484,0
1479067890555,0
1479067923481,1
1479067948587,2
1479068030538,1
1479068060637,2
1479068171702,0
1479068202617,1
1479068231750,2
1479068276881,1
1479068340946,1
1479068411059,3
1479068464116,2
1479068506154,3
1479068538167,0
1479068569192,2
1479068600228,0
1479068633252,3
1479068680205,1
1479068688286,2
1479068726328,3
1479068794314,4
1479068805382,2
1479068827373,1
1479068834409,0
1479068859434,4
1479068861434,2
1479068896491,2
1479068912517,4
1479068928546,0
1479068961611,3
1479068979643,2
