Time,CPU,ClientsInRoom,Rooms,Users,LocalUsers,Latency,BwUp,BwDown,InStreamBw,OutStreamBw,Streams,OutStreams
1479062737343,5.9411764705882355,3,1,8,3,0.0,0.0,0.0,0.0,0.0,0,0
1479062766599,7.015437821770151,8,1,18,8,5.375,0.0,0.0,0.0,0.0,0,0
1479062796600,5.229791904909866,9,1,20,9,10.88888888888889,0.0,0.0,0.0,0.0,0,0
1479062826629,3.892332355713762,9,1,20,9,11.0,0.0,0.0,0.0,0.0,0,0
1479062856631,3.4325822489539304,9,1,20,9,10.0,0.0,0.0,0.0,0.0,0,0
1479062886651,3.838561817688953,9,1,20,9,10.333333333333334,0.0,0.0,0.0,0.0,0,0
1479062916683,4.671517848286026,9,1,20,9,10.444444444444445,0.0,0.0,0.0,0.0,0,0
1479062946695,3.9600615485944317,9,1,20,9,10.777777777777779,0.0,0.0,0.0,0.0,0,0
1479062976714,4.138430127923221,9,1,20,9,10.555555555555555,0.0,0.0,0.0,0.0,0,0
1479063006735,27.1305556302732,9,1,20,9,10.555555555555555,0.0,0.0,0.0,0.0,3,26
1479063036771,11.414436228938758,9,1,20,9,82.22222222222223,0.0,0.0,406.4567636444219,3528.6484714659587,3,26
1479063066794,9.290885750962774,9,1,20,9,10.88888888888889,0.0,0.0,416.1186811970138,3601.903549285083,3,26
1479063096810,8.977184594824863,9,1,20,9,16.333333333333332,0.0,0.0,418.6596973212402,3628.923552520567,3,26
1479063126812,9.577705178200587,9,1,20,9,10.222222222222221,0.0,0.0,422.33349012726734,3654.514924884283,3,26
1479063156825,11.232686280276976,9,1,20,9,13.555555555555555,0.0,0.0,421.59447342852314,3656.4427382561676,3,26
1479063186858,9.718906961899544,9,1,20,9,83.88888888888889,0.0,0.0,413.8533870353926,3575.646581559465,3,26
1479063216885,8.936874365623332,9,1,20,9,162.0,0.0,0.0,414.17913406639883,3580.451774755345,3,26
1479063246894,8.562709865025008,9,1,20,9,10.777777777777779,0.0,0.0,421.5629622781065,3643.6634879543535,3,26
1479063276901,8.651553914585575,9,1,20,9,16.333333333333332,0.0,0.0,425.2762412661444,3671.498967326161,3,26
1479063306938,8.489718463100363,9,1,20,9,10.222222222222221,0.0,0.0,426.2841529329312,3691.026127723739,3,26
1479063336934,7.611051431371441,9,1,20,9,22.555555555555557,0.0,0.0,424.71136838291704,3683.7742280069906,3,26
1479063366967,7.743205012624365,9,1,20,9,89.0,0.0,0.0,421.9622123988071,3662.691068385174,3,26
1479063396982,8.669484801225751,9,1,20,9,13.11111111111111,0.0,0.0,420.8519901161302,3647.276732345659,3,26
1479063427022,7.900931108890926,9,1,20,9,37.0,0.0,0.0,417.10202786311663,3609.255659028845,3,26
1479063457016,8.942137944077363,9,1,20,9,11.11111111111111,0.0,0.0,424.8939827696918,3668.7068573416086,3,26
1479063487046,8.11985580726324,9,1,20,9,13.0,0.0,0.0,427.9355735842586,3705.6090447764386,3,26
1479063517055,7.300830462870973,9,1,20,9,10.444444444444445,0.0,0.0,422.7717872092521,3663.670948551277,3,26
1479063547083,9.875478852033181,9,1,20,9,16.0,0.0,0.0,424.7358870097934,3674.778018357134,3,26
1479063577097,9.814935228079806,9,1,20,9,17.88888888888889,0.0,0.0,225.00296989070804,1784.547253661065,1,8
1479063607119,16.83726860759639,16,1,27,16,68.4375,0.0,0.0,582.9257158423959,4615.676719208528,1,8
1479063637136,10.779031459303415,20,1,31,20,61.6,0.0,0.0,585.6180510578583,4637.180551057859,1,8
1479063667159,2.833476510519312,20,1,31,20,11.15,0.0,0.0,0.0,0.0,0,0
1479063697176,2.3542116630669545,20,1,31,20,10.0,0.0,0.0,0.0,0.0,0,0
1479063727196,10.621165247738926,20,1,31,20,10.0,0.0,0.0,0.0,0.0,3,26
1479063757218,9.126743139901034,20,1,31,20,10.05,0.0,0.0,649.7949743328712,5576.774455381733,3,26
1479063787247,14.167079305286245,20,1,31,20,119.5,0.0,0.0,641.4384424151826,5524.599095362314,3,26
1479063817263,7.840589640874271,20,1,31,20,11.0,0.0,0.0,643.5479222592658,5550.2772395652955,3,26
1479063847283,9.137735024048974,20,1,31,20,10.0,0.0,0.0,646.231115244458,5564.1119148843845,3,26
1479063877293,7.575457101567654,20,1,31,20,10.0,0.0,0.0,656.5493308036879,5645.482585130902,3,26
1479063907316,7.51172132138587,20,1,31,20,55.4,0.0,0.0,650.2842456427015,5600.407815904141,3,26
1479063937333,8.141535679510364,20,1,31,20,10.05,0.0,0.0,657.1595456040342,5664.6075422056565,3,26
1479063967347,8.56057901216976,20,1,31,20,29.55,0.0,0.0,649.8212218915344,5589.005911753923,3,26
1479063997372,7.365230601078676,20,1,31,20,216.5,0.0,0.0,651.0464879220665,5600.907133327371,3,26
1479064027412,14.410008651812737,20,1,31,20,13.0,0.0,0.0,649.2319157829894,5580.21607525104,3,26
1479064057412,8.293517516757865,20,1,31,20,174.3,0.0,0.0,648.0025538878604,5580.456765736578,3,26
1479064087427,7.434818832851075,20,1,31,20,11.9,0.0,0.0,655.0586358932582,5636.431315777887,3,26
1479064117444,7.3348094438631914,20,1,31,20,20.0,0.0,0.0,645.0603992756503,5554.066737334919,3,26
1479064147460,9.077696334739912,20,1,31,20,12.35,0.0,0.0,648.4920098255686,5581.372474608083,3,26
1479064177472,8.125955555054075,20,1,31,20,54.4,0.0,0.0,521.8758281070577,4392.555869622825,2,17
1479064207501,7.038937506111524,20,1,31,20,45.15,0.0,0.0,640.6584974362374,5390.143112155216,2,17
1479064237514,7.019551153232811,20,1,31,20,22.6,0.0,0.0,646.5884795147176,5440.122812251391,2,17
1479064267534,12.69532153943137,20,1,31,20,10.1,0.0,0.0,0.0,0.0,3,26
1479064297559,8.396002566492742,20,1,31,20,27.7,0.0,0.0,651.763456169119,5603.1371875554,3,26
1479064327590,7.528228774035626,20,1,31,20,12.4,0.0,0.0,649.4411784243391,5586.5540304902315,3,26
1479064357595,7.576101976607698,20,1,31,20,15.0,0.0,0.0,651.626814130773,5605.483508912297,3,26
1479064387623,7.568527389868689,20,1,31,20,154.6,0.0,0.0,646.0465575997862,5558.870431107445,3,26
1479064417639,7.526354047873063,20,1,31,20,24.7,0.0,0.0,658.5305314811515,5660.752578869973,3,26
1479064447659,8.186844702153492,20,1,31,20,135.55,0.0,0.0,653.0335399910634,5625.021933485004,3,26
1479064477677,8.449832750142585,20,1,31,20,99.95,0.0,0.0,656.1309570356137,5641.71663445641,3,26
1479064507718,8.771919377756607,20,1,31,20,114.4,0.0,0.0,652.4783397843207,5610.367118981565,3,26
1479064537719,7.608277075813799,20,1,31,20,27.7,0.0,0.0,647.7912843518352,5572.5580110965475,3,26
1479064567736,9.442617585076343,20,1,31,20,21.05,0.0,0.0,652.4581233828136,5612.6029892414535,3,26
1479064597758,7.884126117787154,20,1,31,20,67.35,0.0,0.0,651.1713602490117,5605.373432316991,3,26
1479064627776,7.611607640745416,20,1,31,20,31.6,0.0,0.0,652.4215210078265,5617.102756419056,3,26
1479064657807,9.059034296342649,20,1,31,20,24.25,0.0,0.0,649.6473782750093,5589.4368787788535,3,26
1479064687815,7.9669135760090635,20,1,31,20,10.0,0.0,0.0,648.2171252765487,5582.824166897122,3,26
1479064717835,15.783103770351609,20,1,31,20,12.95,0.0,0.0,527.0198876794813,4435.688542149144,2,17
1479064747867,7.31901738217832,20,1,31,20,151.45,0.0,0.0,644.3286421736317,5427.160138914569,2,17
1479064777878,6.5309627594576,20,1,31,20,12.1,0.0,0.0,647.3484102908485,5447.091242455705,2,17
1479064807897,11.605989266821522,20,1,31,20,11.8,0.0,0.0,0.0,0.0,3,26
1479064837912,7.7326293912471975,20,1,31,20,15.15,0.0,0.0,647.2595717576435,5578.285336583211,3,26
1479064867937,6.883507278684095,20,1,31,20,139.1,0.0,0.0,610.8763836565741,5264.633516420624,3,26
1479064897959,7.542672491442983,20,1,31,20,10.0,0.0,0.0,652.0887102399554,5613.113766624813,3,26
1479064927974,8.209078850937654,20,1,31,20,12.15,0.0,0.0,653.3432347941506,5619.132039926888,3,26
