Time,Server
1479063036796,0
1479063060923,1
1479063085952,0
1479063109000,1
1479063134030,0
1479063158057,1
1479063184090,0
1479063208116,1
1479063233148,0
1479063256175,1
1479063281208,0
1479063304224,1
1479063329246,0
1479063352278,1
1479063377314,0
1479063400344,1
1479063425384,0
1479063448410,1
1479063473438,0
1479063497464,1
1479063522485,0
1479063545507,1
1479063570539,0
1479063636188,0
1479063664205,0
1479063691226,0
1479063709247,0
1479063726266,0
1479063743285,0
1479063761305,0
1479063790326,0
1479063821346,0
1479063849366,0
1479063878385,0
1479063906406,0
1479063934427,0
1479063962446,0
1479063991465,0
1479064020486,0
1479064048506,0
1479064079526,0
1479064108546,0
1479064136565,0
1479064164586,0
1479064193606,0
1479064219625,0
1479064246645,0
1479064273665,0
1479064292685,0
1479064311713,0
1479064340726,0
1479064368745,0
1479064396766,0
1479064424785,0
1479064452796,0
1479064481815,0
1479064510836,0
1479064539856,0
1479064567875,0
1479064596895,0
1479064625915,0
1479064685954,0
1479064714965,0
1479064742985,0
1479064772006,0
1479064799026,0
1479064826046,0
1479064845065,0
1479064873085,0
1479064901106,0
1479064929125,0
1479064958145,0
1479064986166,0
1479065014185,0
1479065042206,0
1479065073225,0
1479065101245,0
1479065129265,0
1479065158285,0
1479065187306,0
1479065216325,0
1479065244346,0
1479065273355,0
1479065299375,0
1479065326395,0
1479065353416,0
1479065371435,0
1479065389456,0
1479065406476,0
1479065423495,0
1479065441514,0
1479065467536,0
1479065493555,0
1479065518575,0
