Time,Server
1479038487297,1
1479038511811,2
1479038542841,0
1479038545373,1
1479038600919,0
1479038605435,1
1479038658982,0
1479038663493,1
1479038719041,0
1479038722543,1
1479038777098,0
1479038784590,1
1479038838149,0
1479038842650,1
1479038897199,0
1479038900707,1
1479038955263,0
1479038958762,1
1479039013312,0
1479039016819,1
1479039071373,0
1479039072878,1
1479039128431,0
1479039130947,1
1479039185491,0
1479039190000,1
1479039243556,0
1479039249056,1
1479039302613,0
1479039306106,1
1479039351165,1
1479039361662,0
1479039404215,1
1479039409721,0
1479039457267,1
1479039462771,0
1479039512323,1
1479039515823,0
1479039568375,1
1479039569886,0
1479039624423,1
1479039624933,0
1479039678471,1
1479039680985,0
1479039736034,0
1479039736523,1
1479039791085,0
1479039791574,1
1479039849135,0
1479039904186,0
