Time,Server
1479038427330,1
1479038540970,0
1479038568991,2
1479038597023,0
1479038625051,2
1479038653080,0
1479038684099,2
1479038713127,0
1479038742152,2
1479038770179,0
1479038799197,2
1479038829213,0
1479038858235,2
1479038888254,0
1479038916274,2
1479038945295,0
1479038974326,2
1479039002343,0
1479039031366,2
1479039061383,0
1479039090404,2
1479039116423,0
1479039144443,2
1479039173463,0
1479039202483,2
1479039231505,0
1479039261526,2
1479039291547,0
1479039321567,2
1479039350582,0
1479039378604,2
1479039406628,0
1479039428643,2
1479039453662,0
1479039478683,2
1479039503706,0
1479039528722,2
1479039553743,0
1479039578762,2
1479039603780,0
1479039631803,2
1479039658821,0
1479039684843,2
1479039711865,0
1479039737882,2
1479039763902,0
1479039789922,2
1479039818942,0
1479039845970,2
1479039871984,0
1479039899028,2
1479039926041,0
