Time,Pheromone
1478135416813, 48.0
1478135401793, 45.0
1478135386773, 42.0
1478135371753, 39.0
1478135356733, 36.0
1478135341713, 33.0
1478135326693, 34.0
1478135311673, 35.0
1478135296654, 36.0
1478135281633, 57.0
1478135266613, 54.0
1478135251593, 51.0
1478135236573, 48.0
1478135221553, 45.0
1478135206533, 42.0
1478135191513, 39.0
1478135176494, 36.0
1478135161473, 33.0
1478135146453, 34.0
1478135131433, 35.0
1478135116413, 36.0
1478135101394, 56.0
1478135086374, 53.0
1478135071353, 50.0
1478135056333, 47.0
1478135041313, 44.0
1478135026294, 41.0
1478135011273, 38.0
1478134996253, 35.0
1478134981233, 32.0
1478134966214, 33.0
1478134951194, 34.0
1478134936173, 35.0
1478134921153, 36.0
1478134906134, 58.0
1478134891113, 59.0
1478134876093, 52.0
1478134861074, 53.0
1478134846053, 46.0
1478134831034, 47.0
1478134816017, 40.0
