Time,Server
1479041019520,1
1479041059056,0
1479041083580,1
1479041140640,1
1479041141146,2
1479041199203,2
1479041202706,1
1479041258276,2
1479041263769,1
1479041320332,2
1479041329825,1
1479041385392,2
1479041389861,1
1479041447439,2
1479041450919,1
1479041507481,2
1479041510972,1
1479041568546,2
1479041572012,1
1479041630591,2
1479041631059,1
1479041689108,1
1479041689631,2
1479041747683,2
1479041748160,1
1479041805732,2
1479041808213,1
1479041864787,2
1479041879258,1
1479041936833,2
1479041939305,1
1479041996883,2
1479042004355,1
1479042060934,2
1479042065405,1
1479042121985,2
1479042122454,1
1479042181034,2
1479042183507,1
1479042239085,2
1479042245552,1
1479042303136,2
1479042306592,1
1479042364177,2
1479042368632,1
1479042423216,2
1479042435672,1
1479042493257,2
1479042495711,1
1479042553298,2
1479042553751,1
1479042610338,2
1479042620794,1
1479042675380,2
1479042680829,1
1479042738419,2
1479042799460,2
