Time,Server
1479040978390,1
1479041113021,2
1479041139052,0
1479041172080,2
1479041198103,0
1479041233137,2
1479041261157,0
1479041297178,2
1479041325199,0
1479041358223,2
1479041385248,0
1479041422264,2
1479041448291,0
1479041481315,2
1479041508337,0
1479041538354,2
1479041565376,0
1479041594404,2
1479041619434,0
1479041650458,2
1479041676473,0
1479041708495,2
1479041734513,0
1479041767533,2
1479041792559,0
1479041823582,2
1479041850605,0
1479041884630,2
1479041913655,0
1479041944674,2
1479041970697,0
1479042003717,2
1479042029737,0
1479042064753,2
1479042091775,0
1479042123792,2
1479042150815,0
1479042180833,2
1479042205854,0
1479042240873,2
1479042268892,0
1479042296912,2
1479042322933,0
1479042359953,2
1479042385972,0
1479042415993,2
1479042441013,0
1479042470032,2
1479042496052,0
1479042530072,2
1479042561093,0
1479042595113,2
1479042621133,0
1479042655151,2
1479042682174,0
1479042714192,2
1479042739213,0
1479042773232,2
