Time,Pheromone
1479036049200, 43.394999999999996
1479036064217, 42.394999999999996
1479036079237, 41.394999999999996
1479036094257, 42.867
1479036109277, 44.339
1479036124297, 43.339
1479036139317, 44.983
1479036154338, 46.57599999999999
1479036169357, 45.57599999999999
1479036184377, 47.24999999999999
1479036199398, 48.92399999999999
1479036214418, 47.92399999999999
1479036229437, 49.45899999999999
1479036244458, 51.09199999999999
1479036259477, 50.09199999999999
1479036274497, 51.75699999999999
1479036289517, 50.75699999999999
1479036304537, 52.343999999999994
1479036319557, 53.931
1479036334577, 52.931
1479036349597, 54.486
1479036364618, 56.068999999999996
1479036379637, 55.068999999999996
1479036394658, 56.699999999999996
1479036409678, 58.330999999999996
1479036424697, 57.330999999999996
1479036439717, 56.330999999999996
1479036454737, 55.330999999999996
1479036469757, 54.330999999999996
1479036484778, 53.330999999999996
1479036499798, 56.632999999999996
1479036514817, 55.632999999999996
1479036529837, 54.632999999999996
1479036544857, 60.425
1479036559877, 59.425
1479036574898, 65.179
1479036589917, 64.179
1479036604937, 63.179
1479036619957, 67.05699999999999
1479036634977, 66.05699999999999
1479036649997, 65.05699999999999
1479036665017, 69.02499999999998
1479036680038, 68.02499999999998
1479036695057, 67.02499999999998
1479036710078, 70.97099999999998
1479036725097, 69.97099999999998
1479036740117, 68.97099999999998
1479036755137, 41.0
1479036770157, 40.0
1479036785177, 39.0
1479036800197, 38.0
1479036815217, 37.0
1479036830237, 38.132
1479036845257, 39.382999999999996
1479036860277, 38.382999999999996
1479036875297, 39.678999999999995
1479036890318, 38.678999999999995
1479036905337, 39.959999999999994
1479036920358, 38.959999999999994
1479036935377, 40.13099999999999
1479036950397, 39.13099999999999
1479036965417, 40.38199999999999
1479036980437, 39.38199999999999
1479036995457, 40.65899999999999
1479037010477, 41.93599999999999
1479037025497, 40.93599999999999
1479037040517, 42.22899999999999
1479037055537, 41.22899999999999
1479037070558, 43.33599999999999
1479037085577, 45.45499999999999
1479037100597, 44.45499999999999
1479037115617, 46.51099999999999
1479037130637, 48.566999999999986
1479037145657, 49.871999999999986
1479037160677, 48.871999999999986
1479037175697, 50.15499999999999
1479037190717, 49.15499999999999
1479037205737, 50.466999999999985
1479037220757, 49.466999999999985
1479037235777, 50.73999999999999
1479037250798, 52.01299999999999
1479037265818, 51.01299999999999
1479037280837, 52.32199999999999
1479037295857, 51.32199999999999
1479037310877, 52.65699999999999
1479037325897, 51.65699999999999
1479037340917, 52.81699999999999
1479037355937, 51.81699999999999
1479037370957, 53.083999999999996
1479037385977, 54.391
1479037400997, 53.391
1479037416007, 54.64
1479037431027, 53.64
1479037446047, 54.974000000000004
1479037461067, 53.974000000000004
1479037476087, 55.292
1479037491107, 56.61
1479037506127, 55.61
1479037521148, 56.874
1479037536167, 55.874
1479037551187, 57.208000000000006
1479037566207, 56.208000000000006
1479037581227, 57.49000000000001
1479037596247, 59.55500000000001
1479037611267, 58.55500000000001
1479037626287, 60.60900000000001
1479037641307, 62.66300000000001
1479037656327, 41.0
1479037671347, 40.0
1479037686367, 39.0
1479037701387, 38.0
1479037716407, 39.275
1479037731427, 38.275
1479037746447, 39.553
1479037761467, 38.553
1479037776487, 39.857
1479037791497, 38.857
1479037806517, 40.208
1479037821537, 39.208
1479037836557, 40.428
1479037851577, 41.589
